ingredient_id,slug,name_ru,historical_name,ingredient_type,item_id,item_source_catalog,description_ru,period_from,period_to,valid_for_1230,region_scope,local_or_imported,historical_confidence,recipe_evidence_type,evidence_basis,source_ids,season_profile,social_scope,fasting_status,rarity,relative_cost,storage_container_ids,storage_location_ids,estimated_shelf_life,shelf_life_basis,spoilage_signs,anachronism_risk,notes
ING0142,salmonid,Лососевая рыба,unknown,raw_product,FMA0044,food_related_material_additions,Лососевая рыба: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Лососевая рыба: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.,"[""SRC040"",""FSRC010"",""FSRC002""]",fish_year_round_variable,"[""common""]",conditional,rare,high,"[""FSH0017"",""FSH0024"",""HOU0036""]",[],same day fresh; modern food safety stricter,reconstruction_estimate,"[""slimy"",""strong_off_odor"",""putrid""]",low,
ING0143,smelt,Снеток или мелкая озёрная рыба — осторожная категория,unknown,raw_product,FMA0045,food_related_material_additions,Снеток или мелкая озёрная рыба — осторожная категория: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,ingredient_based_reconstruction,Снеток или мелкая озёрная рыба — осторожная категория: свежий рыбный продукт. Видовая уверенность и вероятность встречи различаются; рыба не появляется в сцене только по желанию игрока.,"[""SRC040"",""FSRC010""]",fish_year_round_variable,"[""common""]",conditional,uncommon,medium,"[""FSH0017"",""FSH0024"",""HOU0036""]",[],same day fresh; modern food safety stricter,reconstruction_estimate,"[""slimy"",""strong_off_odor"",""putrid""]",medium,
ING0144,fish_gutted,Рыба потрошёная,unknown,processed_product,FOD0012,material_culture_v1,Рыба потрошёная: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,comparative_reconstruction,Рыба потрошёная: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,"[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",made_as_needed,"[""common""]",conditional,common,low,"[""FSH0017"",""HOU0036"",""HOU0024""]","[""ARC0026""]",state-dependent,reconstruction_estimate,"[""moldy"",""putrid"",""rancid""]",low,
ING0145,fish_headless,Рыба без головы,unknown,processed_product,OMI01406,other_material_entities_v1,Рыба без головы: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,comparative_reconstruction,Рыба без головы: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,"[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",made_as_needed,"[""common""]",conditional,uncommon,low,"[""FSH0017"",""HOU0036"",""HOU0024""]","[""ARC0026""]",state-dependent,reconstruction_estimate,"[""moldy"",""putrid"",""rancid""]",low,
ING0146,fish_split,Рыбная боковина или филе,unknown,processed_product,OMI01408,other_material_entities_v1,Рыбная боковина или филе: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Рыбная боковина или филе: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,"[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",made_as_needed,"[""common""]",conditional,uncommon,low,"[""FSH0017"",""HOU0036"",""HOU0024""]","[""ARC0026""]",state-dependent,reconstruction_estimate,"[""moldy"",""putrid"",""rancid""]",low,
ING0147,fish_salted,Солёная рыба,unknown,processed_product,FOD0063,material_culture_v1,Солёная рыба: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,direct_text,Солёная рыба: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,"[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",stored_year_round,"[""common""]",conditional,common,low,"[""FSH0017"",""HOU0036"",""HOU0024""]","[""ARC0026""]",state-dependent,reconstruction_estimate,"[""moldy"",""putrid"",""rancid""]",low,
ING0148,fish_dried,Вяленая или сушёная рыба,unknown,processed_product,FOD0011,material_culture_v1,Вяленая или сушёная рыба: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,direct_text,Вяленая или сушёная рыба: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,"[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",stored_year_round,"[""common""]",conditional,common,low,"[""FSH0017"",""HOU0036"",""HOU0024""]","[""ARC0026""]",state-dependent,reconstruction_estimate,"[""moldy"",""putrid"",""rancid""]",low,
ING0149,fish_smoked_uncertain,Сознательно копчёная рыба — осторожная форма,unknown,processed_product,FOD0062,material_culture_v1,Сознательно копчёная рыба — осторожная форма: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Сознательно копчёная рыба — осторожная форма: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,"[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",stored_year_round,"[""common""]",conditional,uncommon,low,"[""FSH0017"",""HOU0036"",""HOU0024""]","[""ARC0026""]",state-dependent,reconstruction_estimate,"[""moldy"",""putrid"",""rancid""]",high,
ING0150,fish_lightly_salted,Рыба слабого посола / просол,unknown,processed_product,FMA0046,food_related_material_additions,Рыба слабого посола / просол: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,direct_text,Рыба слабого посола / просол: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,"[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",stored_short,"[""common""]",conditional,uncommon,low,"[""FSH0017"",""HOU0036"",""HOU0024""]","[""ARC0026""]",state-dependent,reconstruction_estimate,"[""moldy"",""putrid"",""rancid""]",low,
ING0151,fish_roe_fresh,Свежая рыбья икра,unknown,processed_product,OMI01414,other_material_entities_v1,Свежая рыбья икра: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Свежая рыбья икра: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,"[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",fish_spawning_variable,"[""common""]",conditional,uncommon,low,"[""FSH0017"",""HOU0036"",""HOU0024""]","[""ARC0026""]",state-dependent,reconstruction_estimate,"[""moldy"",""putrid"",""rancid""]",low,
ING0152,fish_roe_salted_uncertain,Солёная икра — осторожная категория,unknown,processed_product,OMI01415,other_material_entities_v1,Солёная икра — осторожная категория: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,comparative_reconstruction,Солёная икра — осторожная категория: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,"[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",stored_short,"[""common""]",conditional,uncommon,low,"[""FSH0017"",""HOU0036"",""HOU0024""]","[""ARC0026""]",state-dependent,reconstruction_estimate,"[""moldy"",""putrid"",""rancid""]",high,
ING0153,fish_milt,Рыбьи молоки,unknown,processed_product,OMI01416,other_material_entities_v1,Рыбьи молоки: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,archaeological,Рыбьи молоки: технологическая или анатомическая форма рыбного продукта; точная обработка задаётся recipe/process record.,"[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",fish_spawning_variable,"[""common""]",conditional,uncommon,low,"[""FSH0017"",""HOU0036"",""HOU0024""]","[""ARC0026""]",state-dependent,reconstruction_estimate,"[""moldy"",""putrid"",""rancid""]",low,
ING0154,bread_rye,Ржаной хлеб,unknown,finished_food,FOD0001,material_culture_v1,Ржаной хлеб: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Ржаной хлеб: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""SRC008"",""SRC044"",""FSRC001""]",year_round_if_inputs,"[""common""]",fasting_allowed,common,low,"[""HOU0021"",""HOU0015""]",[],days to weeks depending on product,reconstruction_estimate,"[""stale"",""moldy""]",low,
ING0155,bread_mixed,Смешанный ржано-пшеничный хлеб,unknown,finished_food,FOD0002,material_culture_v1,Смешанный ржано-пшеничный хлеб: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Смешанный ржано-пшеничный хлеб: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""SRC008"",""SRC044"",""FSRC001""]",year_round_if_inputs,"[""common""]",fasting_allowed,common,low,"[""HOU0021"",""HOU0015""]",[],days to weeks depending on product,reconstruction_estimate,"[""stale"",""moldy""]",low,
ING0156,bread_wheat,Пшеничный хлеб,unknown,finished_food,FOD0054,material_culture_v1,Пшеничный хлеб: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Пшеничный хлеб: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""SRC008"",""SRC044"",""FSRC001""]",year_round_if_inputs,"[""common""]",fasting_allowed,uncommon,high,"[""HOU0021"",""HOU0015""]",[],days to weeks depending on product,reconstruction_estimate,"[""stale"",""moldy""]",low,
ING0157,flatbread_wheat,Пшеничная лепёшка или малый хлеб,unknown,finished_food,FOD0053,material_culture_v1,Пшеничная лепёшка или малый хлеб: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Пшеничная лепёшка или малый хлеб: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""SRC008"",""SRC044"",""FSRC001""]",year_round_if_inputs,"[""common""]",fasting_allowed,uncommon,medium,"[""HOU0021"",""HOU0015""]",[],days to weeks depending on product,reconstruction_estimate,"[""stale"",""moldy""]",low,
ING0158,porridge_oat,Овсяная каша,unknown,finished_food,FOD0034,material_culture_v1,Овсяная каша: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Овсяная каша: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""SRC008"",""SRC044"",""FSRC001""]",year_round_if_inputs,"[""common""]",fasting_allowed,common,low,"[""HOU0021"",""HOU0015""]",[],days to weeks depending on product,reconstruction_estimate,"[""stale"",""moldy""]",low,
ING0159,porridge_millet,Пшённая каша,unknown,finished_food,FOD0035,material_culture_v1,Пшённая каша: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Пшённая каша: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""SRC008"",""SRC044"",""FSRC001""]",year_round_if_inputs,"[""common""]",fasting_allowed,common,low,"[""HOU0021"",""HOU0015""]",[],days to weeks depending on product,reconstruction_estimate,"[""stale"",""moldy""]",low,
ING0160,porridge_barley,Ячменная каша,unknown,finished_food,FOD0036,material_culture_v1,Ячменная каша: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Ячменная каша: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""SRC008"",""SRC044"",""FSRC001""]",year_round_if_inputs,"[""common""]",fasting_allowed,common,low,"[""HOU0021"",""HOU0015""]",[],days to weeks depending on product,reconstruction_estimate,"[""stale"",""moldy""]",low,
ING0161,porridge_thick_generic,Густая зерновая каша,unknown,finished_food,FOD0049,material_culture_v1,Густая зерновая каша: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Густая зерновая каша: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""SRC008"",""SRC044"",""FSRC001""]",year_round_if_inputs,"[""common""]",fasting_allowed,common,low,"[""HOU0021"",""HOU0015""]",[],days to weeks depending on product,reconstruction_estimate,"[""stale"",""moldy""]",low,
ING0162,kvass_like,Квасоподобный зерновой или хлебный напиток,unknown,drink,FOD0057,material_culture_v1,Квасоподобный зерновой или хлебный напиток: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,ingredient_based_reconstruction,Квасоподобный зерновой или хлебный напиток: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""FSRC004"",""SRC027"",""FSRC001"",""FSRC005"",""FSRC006""]",stored_short,"[""common""]",conditional,common,low,"[""HOU0024"",""HOU0025"",""POT0020""]",[],days to weeks depending on product,reconstruction_estimate,"[""soured"",""moldy"",""stale""]",low,
ING0163,beer_grain,Пиво или зерновой сброженный напиток,unknown,drink,FOD0059,material_culture_v1,Пиво или зерновой сброженный напиток: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Пиво или зерновой сброженный напиток: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""FSRC004"",""SRC027"",""FSRC001"",""FSRC005"",""FSRC006""]",stored_short,"[""common""]",conditional,common,medium,"[""HOU0024"",""HOU0025"",""POT0020""]",[],days to weeks depending on product,reconstruction_estimate,"[""soured"",""moldy"",""stale""]",low,
ING0164,honey_drink,Медовый сброженный напиток,unknown,drink,FOD0058,material_culture_v1,Медовый сброженный напиток: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,Медовый сброженный напиток: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""FSRC004"",""SRC027"",""FSRC001"",""FSRC005"",""FSRC006""]",stored_short,"[""common""]",conditional,uncommon,high,"[""HOU0024"",""HOU0025"",""POT0020""]",[],days to weeks depending on product,reconstruction_estimate,"[""soured"",""moldy"",""stale""]",low,
ING0165,wine_imported,Вино привозное,unknown,drink,FOD0056,material_culture_v1,Вино привозное: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,C,direct_text,Вино привозное: готовый продукт или тип блюда; отдельный recipe record определяет состав и технологию без переноса поздней рецептуры.,"[""FSRC004"",""SRC027"",""FSRC001"",""FSRC005"",""FSRC006""]",stored_short,"[""common""]",conditional,rare,elite,"[""HOU0024"",""HOU0025"",""POT0020""]",[],days to weeks depending on product,reconstruction_estimate,"[""soured"",""moldy"",""stale""]",low,
ING0166,grain_clean_generic,Провеянное чистое зерно,unknown,intermediate,OMI01270,other_material_entities_v1,"Провеянное чистое зерно: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Провеянное чистое зерно: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0167,grain_broken_generic,Мелкое и битое зерно,unknown,intermediate,OMI01272,other_material_entities_v1,"Мелкое и битое зерно: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Мелкое и битое зерно: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0168,groats_coarse_generic,Крупа грубого помола,unknown,intermediate,OMI01289,other_material_entities_v1,"Крупа грубого помола: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Крупа грубого помола: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0169,chaff,Мякина зерновая,unknown,byproduct,OMI01284,other_material_entities_v1,"Мякина зерновая: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Мякина зерновая: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0170,grain_husks,Колосковая шелуха,unknown,waste,OMI01285,other_material_entities_v1,"Колосковая шелуха: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Колосковая шелуха: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0171,flour_siftings,Мучные высевки,unknown,byproduct,OMI01301,other_material_entities_v1,"Мучные высевки: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Мучные высевки: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0172,raw_flatbread,Сырая хлебная лепёшка,unknown,intermediate,OMI01316,other_material_entities_v1,"Сырая хлебная лепёшка: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Сырая хлебная лепёшка: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0173,stale_bread,Засохший кусок хлеба,unknown,leftover,OMI01322,other_material_entities_v1,"Засохший кусок хлеба: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Засохший кусок хлеба: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0174,bread_crumbs,Хлебные крошки,unknown,leftover,OMI01321,other_material_entities_v1,"Хлебные крошки: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Хлебные крошки: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0175,cabbage_chopped,Нарезанная капуста до ферментации,unknown,intermediate,OMI01444,other_material_entities_v1,"Нарезанная капуста до ферментации: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Нарезанная капуста до ферментации: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0176,cabbage_in_brine,Капуста под гнётом в рассоле,unknown,intermediate,OMI01445,other_material_entities_v1,"Капуста под гнётом в рассоле: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Капуста под гнётом в рассоле: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0177,cabbage_brine,Капустный рассол,unknown,byproduct,OMI01446,other_material_entities_v1,"Капустный рассол: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Капустный рассол: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC044"",""FSRC001"",""SRC045"",""SRC046""]",made_as_needed,"[""common""]",fasting_allowed,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0178,meat_brine,Рассол после мяса,unknown,byproduct,OMI01393,other_material_entities_v1,"Рассол после мяса: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Рассол после мяса: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",made_as_needed,"[""common""]",fasting_forbidden,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0179,fish_brine_fresh,Свежий рыбный рассол,unknown,intermediate,OMI01411,other_material_entities_v1,"Свежий рыбный рассол: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Свежий рыбный рассол: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",made_as_needed,"[""common""]",conditional,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0180,fish_brine_old,Старый рыбный рассол,unknown,waste,OMI01412,other_material_entities_v1,"Старый рыбный рассол: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Старый рыбный рассол: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",made_as_needed,"[""common""]",conditional,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0181,fish_drying_body,Рыбная тушка на сушке,unknown,intermediate,OMI01409,other_material_entities_v1,"Рыбная тушка на сушке: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Рыбная тушка на сушке: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",made_as_needed,"[""common""]",conditional,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0182,fish_salt_rubbed,"Рыба, натёртая солью",unknown,intermediate,OMI01410,other_material_entities_v1,"Рыба, натёртая солью: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,A,archaeological,"Рыба, натёртая солью: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC025"",""FSRC002"",""FSRC003"",""SRC040"",""FSRC010""]",made_as_needed,"[""common""]",conditional,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0183,meat_drying_strip,Полоса мяса на сушке,unknown,intermediate,OMI01390,other_material_entities_v1,"Полоса мяса на сушке: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Полоса мяса на сушке: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",made_as_needed,"[""common""]",fasting_forbidden,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
ING0184,broth_meat,Мясной отвар,unknown,intermediate,FMA0047,food_related_material_additions,"Мясной отвар: промежуточный продукт, остаток или отход технологической цепочки.",1180,1260,true,Великий Новгород и Новгородская земля; центр модели — 1230 год,local,B,ingredient_based_reconstruction,"Мясной отвар: промежуточный продукт, остаток или отход технологической цепочки.","[""SRC040"",""SRC041"",""SRC042"",""FSRC010""]",made_as_needed,"[""common""]",fasting_forbidden,common,very_low,"[""POT0021"",""HOU0036"",""HOU0025""]",[],short unless explicitly preserved,reconstruction_estimate,"[""soured"",""moldy"",""putrid""]",low,
