id	slug	title	node_type	scale_level	parent_node_id	region_id	region_cell_code	g1_type	place_template_id	g4_location_type	default_edge_type_from_parent	base_time_minutes_from_parent	visibility_profile	access_profile	item_profile	npc_profile	evidence_status	game_use	limits	status	confidence	sources	audit_notes	scale_role	g5_materialization_hint	internal_connectivity_role
gn_nov_g1_08_01_g4_007_navolok_perekrestok_01_north_south_road	navolok_perekrestok_north_south_road	Наволок: перекрёсток: северо-южная дорога	location	G4	gn_nov_g1_08_01_g3_007_navolok_perekrestok	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_crossroads	north_south_road	road	8	видимая игровая зона внутри «Наволок: перекрёсток»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: главная дорожная ось	NPC возможны по функции зоны: главная дорожная ось	historically_plausible_required_detail	G4-зона для сцены: главная дорожная ось. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'главная дорожная ось' вместо шаблонной заглушки; пригодно для G5-сцены.	главная дорожная ось	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: главная дорожная ось.	entry
gn_nov_g1_08_01_g4_007_navolok_perekrestok_02_east_west_road	navolok_perekrestok_east_west_road	Наволок: перекрёсток: поперечная дорога	location	G4	gn_nov_g1_08_01_g3_007_navolok_perekrestok	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_crossroads	east_west_road	road	8	видимая игровая зона внутри «Наволок: перекрёсток»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: вторая дорожная ось	NPC возможны по функции зоны: вторая дорожная ось	historically_plausible_required_detail	G4-зона для сцены: вторая дорожная ось. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'вторая дорожная ось' вместо шаблонной заглушки; пригодно для G5-сцены.	вторая дорожная ось	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: вторая дорожная ось.	internal
gn_nov_g1_08_01_g4_007_navolok_perekrestok_03_crossing_center	navolok_perekrestok_crossing_center	Наволок: перекрёсток: место развилки	location	G4	gn_nov_g1_08_01_g3_007_navolok_perekrestok	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_crossroads	crossing_center	street	3	видимая игровая зона внутри «Наволок: перекрёсток»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: точка выбора направления	NPC возможны по функции зоны: точка выбора направления	historically_plausible_required_detail	G4-зона для сцены: точка выбора направления. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'точка выбора направления' вместо шаблонной заглушки; пригодно для G5-сцены.	точка выбора направления	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: точка выбора направления.	internal
gn_nov_g1_08_01_g4_007_navolok_perekrestok_04_roadside_shrine	navolok_perekrestok_roadside_shrine	Наволок: перекрёсток: крест, знак или приметное дерево	location	G4	gn_nov_g1_08_01_g3_007_navolok_perekrestok	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_crossroads	roadside_shrine	yard_passage	2	видимая игровая зона внутри «Наволок: перекрёсток»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: ориентир и слухи	NPC возможны по функции зоны: ориентир и слухи	historically_plausible_required_detail	G4-зона для сцены: ориентир и слухи. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'ориентир и слухи' вместо шаблонной заглушки; пригодно для G5-сцены.	ориентир и слухи	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: ориентир и слухи.	internal
gn_nov_g1_08_01_g4_007_navolok_perekrestok_05_waiting_shelter	navolok_perekrestok_waiting_shelter	Наволок: перекрёсток: навес или сухое место ожидания	location	G4	gn_nov_g1_08_01_g3_007_navolok_perekrestok	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_crossroads	waiting_shelter	yard_passage	3	видимая игровая зона внутри «Наволок: перекрёсток»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: ожидание, путники	NPC возможны по функции зоны: ожидание, путники	historically_plausible_required_detail	G4-зона для сцены: ожидание, путники. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'ожидание, путники' вместо шаблонной заглушки; пригодно для G5-сцены.	ожидание, путники	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: ожидание, путники.	internal
gn_nov_g1_08_01_g4_007_navolok_perekrestok_06_water_spot	navolok_perekrestok_water_spot	Наволок: перекрёсток: колодец, ручей или лужа у дороги	location	G4	gn_nov_g1_08_01_g3_007_navolok_perekrestok	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_crossroads	water_spot	path	4	видимая игровая зона внутри «Наволок: перекрёсток»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: вода и следы	NPC возможны по функции зоны: вода и следы	historically_plausible_required_detail	G4-зона для сцены: вода и следы. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'вода и следы' вместо шаблонной заглушки; пригодно для G5-сцены.	вода и следы	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: вода и следы.	internal
gn_nov_g1_08_01_g4_007_navolok_perekrestok_07_cart_stand	navolok_perekrestok_cart_stand	Наволок: перекрёсток: место возов и саней	location	G4	gn_nov_g1_08_01_g3_007_navolok_perekrestok	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_crossroads	cart_stand	yard_passage	4	видимая игровая зона внутри «Наволок: перекрёсток»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: возы, ремонт, затор	NPC возможны по функции зоны: возы, ремонт, затор	historically_plausible_required_detail	G4-зона для сцены: возы, ремонт, затор. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'возы, ремонт, затор' вместо шаблонной заглушки; пригодно для G5-сцены.	возы, ремонт, затор	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: возы, ремонт, затор.	internal
gn_nov_g1_08_01_g4_007_navolok_perekrestok_08_forest_detour	navolok_perekrestok_forest_detour	Наволок: перекрёсток: лесной или луговой обход	location	G4	gn_nov_g1_08_01_g3_007_navolok_perekrestok	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_crossroads	forest_detour	forest_track	7	видимая игровая зона внутри «Наволок: перекрёсток»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: скрытый/обходной путь	NPC возможны по функции зоны: скрытый/обходной путь	historically_plausible_required_detail	G4-зона для сцены: скрытый/обходной путь. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'скрытый/обходной путь' вместо шаблонной заглушки; пригодно для G5-сцены.	скрытый/обходной путь	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: скрытый/обходной путь.	internal
gn_nov_g1_08_01_g4_007_navolok_perekrestok_09_outgoing_tracks	navolok_perekrestok_outgoing_tracks	Наволок: перекрёсток: расходящиеся дорожные следы	location	G4	gn_nov_g1_08_01_g3_007_navolok_perekrestok	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_crossroads	outgoing_tracks	road	8	видимая игровая зона внутри «Наволок: перекрёсток»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: выбор дальнейшего маршрута	NPC возможны по функции зоны: выбор дальнейшего маршрута	historically_plausible_required_detail	G4-зона для сцены: выбор дальнейшего маршрута. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'выбор дальнейшего маршрута' вместо шаблонной заглушки; пригодно для G5-сцены.	выбор дальнейшего маршрута	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: выбор дальнейшего маршрута.	internal
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_01_approach_road	glinka_u_torzhka_selo_approach_road	Глинка у Торжка: село: подъездная дорога к селу	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	approach_road	road	8	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: вход/выход на внешний маршрут	NPC возможны по функции зоны: вход/выход на внешний маршрут	historically_plausible_required_detail	G4-зона для сцены: вход/выход на внешний маршрут. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'вход/выход на внешний маршрут' вместо шаблонной заглушки; пригодно для G5-сцены.	вход/выход на внешний маршрут	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: вход/выход на внешний маршрут.	entry
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_02_main_lane	glinka_u_torzhka_selo_main_lane	Глинка у Торжка: село: главная сельская улица	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	main_lane	street	5	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: внутренний транзит между дворами	NPC возможны по функции зоны: внутренний транзит между дворами	historically_plausible_required_detail	G4-зона для сцены: внутренний транзит между дворами. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'внутренний транзит между дворами' вместо шаблонной заглушки; пригодно для G5-сцены.	внутренний транзит между дворами	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: внутренний транзит между дворами.	internal
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_03_church_yard	glinka_u_torzhka_selo_church_yard	Глинка у Торжка: село: церковный двор и место схода	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	church_yard	yard_passage	3	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: культ, сход, слухи, локальная власть	NPC возможны по функции зоны: культ, сход, слухи, локальная власть	historically_plausible_required_detail	G4-зона для сцены: культ, сход, слухи, локальная власть. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'культ, сход, слухи, локальная власть' вместо шаблонной заглушки; пригодно для G5-сцены.	культ, сход, слухи, локальная власть	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: культ, сход, слухи, локальная власть.	internal
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_04_elder_yard	glinka_u_torzhka_selo_elder_yard	Глинка у Торжка: село: старший двор	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	elder_yard	gate	3	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: зажиточный/старший двор, переговоры и ответственность	NPC возможны по функции зоны: зажиточный/старший двор, переговоры и ответственность	historically_plausible_required_detail	G4-зона для сцены: зажиточный/старший двор, переговоры и ответственность. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'зажиточный/старший двор, переговоры и ответственность' вместо шаблонной заглушки; пригодно для G5-сцены.	зажиточный/старший двор, переговоры и ответственность	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: зажиточный/старший двор, переговоры и ответственность.	internal
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_05_common_yards	glinka_u_torzhka_selo_common_yards	Глинка у Торжка: село: ряд обычных дворов	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	common_yards	yard_passage	3	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: основная жилая зона с бытовыми NPC	NPC возможны по функции зоны: основная жилая зона с бытовыми NPC	historically_plausible_required_detail	G4-зона для сцены: основная жилая зона с бытовыми NPC. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'основная жилая зона с бытовыми NPC' вместо шаблонной заглушки; пригодно для G5-сцены.	основная жилая зона с бытовыми NPC	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: основная жилая зона с бытовыми NPC.	internal
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_06_edge_poor_yards	glinka_u_torzhka_selo_edge_poor_yards	Глинка у Торжка: село: крайние и бедные дворы	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	edge_poor_yards	yard_passage	4	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: окраинная жилая зона, риск слухов и бедности	NPC возможны по функции зоны: окраинная жилая зона, риск слухов и бедности	historically_plausible_required_detail	G4-зона для сцены: окраинная жилая зона, риск слухов и бедности. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'окраинная жилая зона, риск слухов и бедности' вместо шаблонной заглушки; пригодно для G5-сцены.	окраинная жилая зона, риск слухов и бедности	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: окраинная жилая зона, риск слухов и бедности.	internal
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_07_klet_barn_zone	glinka_u_torzhka_selo_klet_barn_zone	Глинка у Торжка: село: клети, амбары и зерновые закрома	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	klet_barn_zone	door	3	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: хранение, имущественный риск	NPC возможны по функции зоны: хранение, имущественный риск	historically_plausible_required_detail	G4-зона для сцены: хранение, имущественный риск. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'хранение, имущественный риск' вместо шаблонной заглушки; пригодно для G5-сцены.	хранение, имущественный риск	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: хранение, имущественный риск.	internal
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_08_cattle_yard	glinka_u_torzhka_selo_cattle_yard	Глинка у Торжка: село: скотные загоны и хлевы	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	cattle_yard	yard_passage	3	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: скот, запах, шум, хозяйственные работы	NPC возможны по функции зоны: скот, запах, шум, хозяйственные работы	historically_plausible_required_detail	G4-зона для сцены: скот, запах, шум, хозяйственные работы. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'скот, запах, шум, хозяйственные работы' вместо шаблонной заглушки; пригодно для G5-сцены.	скот, запах, шум, хозяйственные работы	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: скот, запах, шум, хозяйственные работы.	internal
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_09_well_or_stream	glinka_u_torzhka_selo_well_or_stream	Глинка у Торжка: село: колодец или ручей у села	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	well_or_stream	path	4	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: вода, встречи, следы	NPC возможны по функции зоны: вода, встречи, следы	historically_plausible_required_detail	G4-зона для сцены: вода, встречи, следы. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'вода, встречи, следы' вместо шаблонной заглушки; пригодно для G5-сцены.	вода, встречи, следы	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: вода, встречи, следы.	internal
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_10_garden_strip	glinka_u_torzhka_selo_garden_strip	Глинка у Торжка: село: огородная полоса	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	garden_strip	path	5	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: еда, скрытность, женская/детская работа	NPC возможны по функции зоны: еда, скрытность, женская/детская работа	historically_plausible_required_detail	G4-зона для сцены: еда, скрытность, женская/детская работа. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'еда, скрытность, женская/детская работа' вместо шаблонной заглушки; пригодно для G5-сцены.	еда, скрытность, женская/детская работа	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: еда, скрытность, женская/детская работа.	internal
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_11_field_edge	glinka_u_torzhka_selo_field_edge	Глинка у Торжка: село: выход к пашне и сенокосу	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	field_edge	path	8	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: поля, сезонная работа, дальний обзор	NPC возможны по функции зоны: поля, сезонная работа, дальний обзор	historically_plausible_required_detail	G4-зона для сцены: поля, сезонная работа, дальний обзор. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'поля, сезонная работа, дальний обзор' вместо шаблонной заглушки; пригодно для G5-сцены.	поля, сезонная работа, дальний обзор	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: поля, сезонная работа, дальний обзор.	internal
gn_nov_g1_08_01_g4_008_glinka_u_torzhok_selo_12_forest_or_river_exit	glinka_u_torzhka_selo_forest_or_river_exit	Глинка у Торжка: село: выход к лесу, реке или просёлку	location	G4	gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_village	forest_or_river_exit	forest_track	10	видимая игровая зона внутри «Глинка у Торжка: село»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: обходной выход, тропы, промыслы	NPC возможны по функции зоны: обходной выход, тропы, промыслы	historically_plausible_required_detail	G4-зона для сцены: обходной выход, тропы, промыслы. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'обходной выход, тропы, промыслы' вместо шаблонной заглушки; пригодно для G5-сцены.	обходной выход, тропы, промыслы	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: обходной выход, тропы, промыслы.	internal
gn_nov_g1_08_01_g4_009_luki_perekrestok_01_north_south_road	verhnie_luki_perekrestok_north_south_road	Верхние Луки: перекрёсток: северо-южная дорога	location	G4	gn_nov_g1_08_01_g3_009_luki_perekrestok	region_novgorod_land	nov_g1_08_01	dense_river_road	pt_crossroads	north_south_road	road	8	видимая игровая зона внутри «Верхние Луки: перекрёсток»; детали уточняются при входе в сцену	доступ зависит от статуса персонажа, времени суток, свидетелей и местного порядка	предметный профиль выводится из функции зоны: главная дорожная ось	NPC возможны по функции зоны: главная дорожная ось	historically_plausible_required_detail	G4-зона для сцены: главная дорожная ось. Должна материализовать G5-точки по заявке игрока, а не заменять их.	Не создавать поштучно все дворы; G4 описывает функциональную зону и масштаб места. Конкретные NPC/предметы фиксируются только при сценической материализации.	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_project_architecture_g0_g5"", ""src_master_audit_2026_07_05_v6""]"	V6 rebuilt G4: функциональная зона 'главная дорожная ось' вместо шаблонной заглушки; пригодно для G5-сцены.	главная дорожная ось	При G5-материализации развернуть ближайшие точки: вход, укрытие/предметы, свидетели, проходы, границы доступа; функция зоны: главная дорожная ось.	entry
