item_id,name_ru,alt_names_ru,gender_scope,category,subcategory,description_ru,who_wore,social_scope,role_scope,season_scope,region_scope,period_scope,materials,colors,status_markers,historical_confidence,evidence_basis,source_ids,image_refs,do_not_confuse_with,notes_for_image_generation
FR009,Тонкое западноевропейское сукно в одежде приезжего/купца,импортное сукно,mixed,foreigners,imported_wool_garment,"Качественная шерстяная ткань западного производства в тунике, плаще или отделке; могла носиться иностранцем и попадать к богатому новгородцу.",немецкие/готландские купцы и богатые местные покупатели,средний/богатый торговый слой,немецкий купец | готландский купец | богатый новгородец,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,тонкое западноевропейское сукно,ровный красный | синий | зелёный | тёмный,ровность и тонкость ткани; насыщенная окраска,B,Археологические импортные шерстяные ткани и подтверждённая торговая среда. Исходная детализация уверенности: A–B.,SRC010 | SRC028 | SRC029,IMG_SHEET_06 | IMG_SHEET_07,современной фабричной костюмной тканью или яркой синтетикой,"Показывать качеством поверхности и цвета, не современным покроем."
FR010,Одежда приезжего из другого русского княжества,древнерусский региональный вариант,mixed,foreigners,other_rus_variant,"В основе близка новгородской системе слоёв; различия проявляются в локальных украшениях, ткани, манере головного убора и воинских деталях, а не в полностью ином «национальном костюме».","купцы, послы, духовные лица, дружинники из других русских земель",разный,русский приезжий | посол | дружинник из другой земли,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,лён | шерсть | кожа | местные украшения,общая природная палитра,,B,Общая древнерусская материальная культура и межрегиональные контакты; конкретные отличия требуют источника по земле происхождения.,SRC006 | SRC021 | SRC022 | SRC023 | SRC029 | SRC050,IMG_SHEET_06,"яркой цветовой униформой «киевлянина», «суздальца» и т. п.","Сначала общий русский костюм, затем один-два локальных маркера по источнику."
FR011,Одежда латинского духовного лица/паломника,западный клирик,male,foreigners,latin_clergy,"Западноевропейская длинная клирикальная одежда и плащ/капюшон, возможные при церкви торгового двора или в путешествии.","католический священник, брат, паломник, капеллан купцов",церковный/путевой,латинский клирик | западный паломник,круглый год,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,шерсть | лён,тёмный натуральный | серый | бурый,,C,Наличие западных дворов и общеевропейская церковная одежда; конкретный новгородский комплект не опубликован. Исходная детализация уверенности: B–C.,SRC028 | SRC043,IMG_SHEET_06,позднесредневековым монахом в строго унифицированном орденском хабите без подтверждения ордена,"Скромный и функциональный, различие заметно по западному капюшону/покрою, не по театральной символике."
FR012,Снаряжение иностранного наёмника/дружинника,приезжий воинский комплект,male,foreigners,foreign_retainer_kit,"Воин из Скандинавии, Балтики или иной русской земли мог сочетать знакомые общеевропейские оружие и доспех с локальными поясными/шлемными особенностями; это не отдельная униформа.","редкие приезжие дружинные люди, охрана купцов, наёмные бойцы",профессиональные воины,иностранный дружинник | охранник купца,поход | служба | бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,кольчуга | шерсть | кожа | железо,металл | природная ткань,,C,Историческая правдоподобность контактов и общность вооружения; конкретные организованные наёмные контингенты/костюм требуют эпизодического источника.,SRC021 | SRC022 | SRC023 | SRC028 | SRC035,IMG_SHEET_05 | IMG_SHEET_06,"берсерком, рогатым викингом или рыцарем в позднем сюрко и полном шлеме",Использовать редко; базовая экипировка XIII века с одним региональным маркером.
AR001,Льняная/шерстяная одежда под доспехом,поддоспешная одежда,male,armor_and_weapons,under_armor_basic,"Обычная рубаха и шерстяной верхний слой под кольчугой, защищающие кожу от металла и распределяющие трение.",воины в кольчуге,военное снаряжение,дружинник | конный воин | обеспеченный ополченец,бой | поход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,лён | шерсть,небелёный | серый | бурый,,B,"Кольчуга требует текстильного слоя; текстиль и туникообразная одежда подтверждены, но конкретный воинский крой не установлен.",SRC006 | SRC008 | SRC023,IMG_SHEET_05,объёмным фэнтезийным гамбезоном с толстыми валиками,Видимый слой должен быть умеренно тонким и функциональным.
AR002,Умеренно стёганая поддоспешная одежда — реконструкция,стёганка | подкольчужник,male,armor_and_weapons,padded_under_armor,"Текстильный слой с ограниченной набивкой/простёжкой для амортизации; наличие разумно, но его толщина и форма около 1230 спорны.",профессиональные воины,обеспеченные воины,дружинник | конный воин,бой | поход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,лён | шерсть | растительная/шерстяная набивка,небелёный | серый | бурый,,C,Функциональная и сравнительная реконструкция; прямое новгородское цельное изделие не известно.,SRC023 | SRC006,IMG_SHEET_05,толстым западным акетоном XIV века или стёганой бронёй из компьютерных игр,"Тонкая простёжка, без огромных вертикальных каналов и высоких воротников."
AR003,Кольчуга средней длины,кольчатая рубаха | кольчужная рубаха,male,armor_and_weapons,mail_armor,"Рубаха из железных колец, обычно закрывающая туловище и верх бёдер; длина рукавов и подола зависела от конкретного экземпляра и статуса.","профессиональные воины, дружинники, богатые ополченцы",дорогое военное снаряжение,дружинник | конный воин | старший ополченец,бой | поход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железные кольца | кожаные/текстильные элементы крепления,тёмное железо | маслянистый металл,полнота покрытия; качество колец; сохранность,B,Археологические кольчужные фрагменты и классический свод защитного вооружения. Исходная детализация уверенности: A–B.,SRC023 | SRC006,IMG_SHEET_05,"вязаными крупными кольцами, алюминиевым блеском или кольчугой до пола","Мелкие плотные кольца, вес и провисание, металл не зеркально хромированный."
AR004,Длинная кольчуга профессионального воина,длиннополая кольчуга,male,armor_and_weapons,long_mail_armor,"Более длинная и полная кольчужная защита, возможно с разрезами для верховой езды; дороже и тяжелее простого варианта.","старшие дружинники, княжеские и боярские воины",военная элита,старший дружинник | конный воин | боярин в бою,бой | поход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железные кольца,тёмное железо,большее покрытие и стоимость,B,Древнерусский комплекс защитного вооружения и иконографические аналогии; конкретная новгородская длина варьировала.,SRC023 | SRC043 | SRC048,IMG_SHEET_05,западным хауберком XIV века как единственной формой,Не давать каждому воину одинаковую длину и полный комплект.
AR005,Кольчужный капюшон/коиф,кольчужный наголовник,male,armor_and_weapons,mail_coif,"Кольчужная защита головы и шеи, отдельная или связанная с корпусной кольчугой; прямое распределение типов в Новгороде 1230 неясно.",обеспеченные профессиональные воины,дорогое военное снаряжение,дружинник | конный воин,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железные кольца,тёмное железо,,B,Древнерусский и общеевропейский воинский комплекс; типологические реконструкции.,SRC023 | SRC043,IMG_SHEET_05,обязательным полным кольчужным капюшоном у каждого ополченца,Под шлемом и поверх тонкого подшлемника; реалистичное провисание.
AR006,Кольчужная бармица,бармица,male,armor_and_weapons,mail_aventail,"Кольчужная защита шеи и части плеч, прикреплённая к шлему или носимая вместе с ним.",профессиональные воины с соответствующим шлемом,обеспеченный воинский слой,дружинник | конный воин,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железные кольца | кожаное крепление,тёмное железо,,B,Древнерусские шлемы и комплекс доспеха; конкретное крепление зависит от типа.,SRC023 | SRC041 | SRC046,IMG_SHEET_05,длинной кольчужной мантией до груди у любого шлема,Умеренная длина; привязать к конкретному шлемному типу.
AR007,Ламеллярный или пластинчатый корпусной доспех — редкий вариант,пластинчатый доспех | ламелляр,male,armor_and_weapons,lamellar_armor,"Защита из небольших пластин, связанных шнурами/ремнями; присутствие в древнерусском комплексе обсуждается, распространённость в Новгороде около 1230 неясна.",редкие богатые/контактные воинские группы,элита или специализированный воин,редкий дружинник | приезжий воин,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железные/костяные пластины | кожа/шнур,тёмный металл | коричневая кожа,,C,Типологические и сравнительные данные; прямой массовый новгородский комплект первой половины XIII в. не доказан.,SRC023,IMG_SHEET_05,"фэнтезийной восточной чешуёй, монгольской униформой или бригандиной XIV–XV вв.",Не использовать как основной доспех. Только один редкий персонаж с явной оговоркой.
AR008,Конический железный шлем,конический шлем,male,armor_and_weapons,helmet_conical,"Шлем с коническим куполом, простой или составной; мог сочетаться с наносником и/или бармицей.","дружинники, служилые люди, обеспеченные ополченцы",от профессионального до статусного,дружинник | ополченец | конный воин,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо | кожаная/текстильная подкладка,тёмное железо,,B,Древнерусская типология шлемов и воинский комплекс. Исходная детализация уверенности: A–B.,SRC023,IMG_SHEET_05,"рогатым шлемом, поздним бацинетом или идеально одинаковой униформой","Разные высота и профиль; без рогов, крыльев и гигантского гребня."
AR009,Сфероконический шлем,шлем с вытянутым куполом,male,armor_and_weapons,helmet_spheroconical,Шлем с округлой нижней и вытянутой верхней частью; форма характерна для части древнерусских и соседних комплексов.,профессиональные и статусные воины,обеспеченный воин,дружинник | конный воин,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо | медный/серебряный декор — редко,тёмное железо | металлический декор,,B,Типология древнерусских шлемов; региональная частота для Новгорода требует осторожности.,SRC023 | SRC041,IMG_SHEET_05,монгольским шлемом как автоматической атрибуцией,Нейтральный древнерусский вариант; декор минимален у большинства.
AR010,Шлем с наносником,шлем с носовой пластиной,male,armor_and_weapons,helmet_nasal,Шлем с узким металлическим наносником для защиты лица; мог быть коническим или сфероконическим.,профессиональные воины,обеспеченный воин,дружинник | конный воин,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо,тёмное железо,,B,Типология шлемов IX–XIII вв. и иконографические аналогии.,SRC023 | SRC043,IMG_SHEET_05,полным закрытым рыцарским шлемом XIII–XIV вв.,Лицо остаётся открытым; наносник узкий.
AR011,Элитный шлем с полумаской типа IV,шлем с полумаской | «шлем Ярослава» — атрибуция условна,male,armor_and_weapons,helmet_elite_mask,Очень редкий и дорогой тип шлема с защитной полумаской и возможной инкрустацией; связан с княжеской/боярской военной элитой.,"единичные князья, бояре, старшие дружинники",высшая военная элита,князь | боярин в бою | старший дружинник,бой | парадная демонстрация статуса,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо | серебро/золото для инкрустации — возможно | кольчужная бармица,тёмный металл | серебряный/золотой декор,исключительная редкость; полумаска; инкрустация,C,"Известный музейный шлем и новгородские фрагменты, но конкретные находки редки, часть позже 1230, персональная атрибуция спорна. Исходная детализация уверенности: B–C.",SRC023 | SRC041 | SRC046,IMG_EXT_YAROSLAV_HELMET | IMG_SHEET_05,обычным шлемом каждого дружинника или фэнтезийной личиной демона,Не более одного такого шлема в большой сцене; без преувеличенного декора.
AR012,Внутренняя подкладка и ремень шлема,подшлемная подкладка,male,armor_and_weapons,helmet_lining,"Органический внутренний слой и крепление, удерживающие шлем; редко сохраняются, но функционально обязательны.",владельцы шлемов,военное,все воины со шлемом,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,кожа | лён | войлок/шерсть,натуральные,,B,Функциональная конструкция и общие археологические аналогии.,SRC023,IMG_SHEET_05,"современной пеной, пластиковым подвесом или яркой тканью",Почти не видна; тонкие кожаные ремни у края.
AR013,Круглый щит,круглый деревянный щит,male,armor_and_weapons,shield_round,Деревянный круглый щит с обтяжкой/окраской и центральным или иным хватом в зависимости от конструкции; в XIII в. мог сосуществовать с иными формами.,"пехота, ополчение, часть профессиональных воинов",от простого до качественного,ополченец | пеший дружинник,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,дерево | кожа/ткань | железные детали,дерево | красный | чёрный | белый | простая геометрия,,B,Древнерусский воинский комплекс и иконография; точная частота в Новгороде 1230 не установлена.,SRC023 | SRC043,IMG_SHEET_05,обязательным «викингским» щитом с ярким современным орнаментом,Без одинаковых спиралей у всех; следы ударов и ремонт возможны.
AR014,Миндалевидный/каплевидный щит,щит каплевидной формы,male,armor_and_weapons,shield_kite,"Продолговатый щит, удобный для конного и пешего воина; к началу XIII в. его формы могли укорачиваться и меняться.","дружинники, конные воины, обеспеченная пехота",профессиональные воины,дружинник | конный воин,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,дерево | кожа/ткань | железо,приглушённая окраска | простые знаки/геометрия,,B,Воинский свод и иконография XII–XIII вв.; конкретные пропорции требуют датированного аналога.,SRC023 | SRC043 | SRC048,IMG_SHEET_05,огромным норманнским щитом XI века у каждого бойца в 1230,"Умеренная длина, не до земли; вариативность в строю."
AR015,Укороченный треугольный/скруглённо-треугольный щит — переходный вариант,ранний треугольный щит,male,armor_and_weapons,shield_transitional,Переходная более компактная форма щита начала XIII в.; применимость к конкретному новгородскому воину требует осторожности.,"часть профессиональных воинов, возможно под западным влиянием",обеспеченный воин,дружинник | иностранный воин,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,дерево | кожа/ткань | железо,окрашенный | без обязательного герба,,C,Европейская иконография и переход форм щита; прямое новгородское подтверждение ограничено.,SRC023 | SRC043 | SRC028,IMG_SHEET_05 | IMG_SHEET_06,поздним геральдическим щитом XIV–XV вв. с развитым гербом,"Использовать выборочно, без сложной западной геральдики."
AR016,"Щитовое покрытие, окраска и ременная рукоять",обтяжка щита | щитовые ремни,male,armor_and_weapons,shield_components,"Ткань/кожа поверх деревянной основы, краска и ремни хвата; внешний вид мог быть простым, ремонтированным и несимметричным.",владельцы щитов,военное,ополченец | дружинник,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,дерево | лён/кожа | клей | краска | кожаные ремни,красный | чёрный | белый | охристый | натуральный,,B,Конструктивные и иконографические данные; органические части сохраняются плохо.,SRC023 | SRC043,IMG_SHEET_05,идеально лакированным щитом с печатным гербом,"Матовая краска, трещины/потёртости, простой знак возможен, но не обязательная геральдика."
AR017,Копьё,пешее копьё,male,armor_and_weapons,spear,"Древко с железным наконечником; один из наиболее распространённых видов оружия, различавшийся размером и формой наконечника.","дружинники, ополченцы, охрана, охотники в отдельных случаях",широкий военный диапазон,ополченец | дружинник | стражник,бой | поход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,деревянное древко | железный наконечник,дерево | железо,,A,Археологическая типология древнерусских копий.,SRC022,IMG_SHEET_05,фэнтезийным копьём с огромным лезвием и сложными крюками,"Наконечник умеренного размера, длинное прямое древко."
AR018,Конное копьё/ланцеобразное оружие,копьё всадника,male,armor_and_weapons,mounted_lance,Длинное копьё для конного боя; не обязательно позднерыцарская тяжёлая турнирная лансa.,конные дружинники,профессиональный воин,конный воин | дружинник,бой | поход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,дерево | железо,натуральные,,B,Копья и конный воинский комплекс; техника применения реконструируется. Исходная детализация уверенности: A–B.,SRC022 | SRC023,IMG_SHEET_05,поздним турнирным копьём с упором и массивным древком,Стройное древко; без гербового флажка по умолчанию.
AR019,Сулица/лёгкое метательное копьё,дротик,male,armor_and_weapons,javelin,"Более лёгкое древковое оружие, пригодное для метания и ближнего применения.",воины и охотники,широкий,ополченец | дружинник | охотник,бой | охота,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,дерево | железо,натуральные,,A,Археологическая типология сулиц и копий.,SRC022,IMG_SHEET_05,римским пилумом или фантазийным гарпуном,"Тонкое древко, небольшой наконечник."
AR020,Меч,двулезвийный меч,male,armor_and_weapons,sword,Дорогой двулезвийный клинок с прямой гардой/перекрестием и навершием; знак профессионального и статусного воина.,"дружинники, бояре, княжеская/служилая элита",дорогое статусное оружие,дружинник | конный воин | боярин,служба | бой | поход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,сталь/железо | дерево/кость/кожа рукояти,металл | тёмная рукоять,"качество клинка, рукояти и ножен; само наличие",A,Археологическая типология мечей IX–XIII вв. и письменный/иконографический контекст.,SRC021 | SRC043 | SRC048,IMG_SHEET_05,"гигантским двуручным мечом, саблей-катаной или фэнтезийным клинком","Одноручный меч, умеренная ширина клинка; носится у бедра, не на спине."
AR021,Ножны меча,мечевые ножны,male,armor_and_weapons,sword_scabbard,"Деревянный футляр, обтянутый кожей/тканью, с устьем и наконечником; подвешен на ременной системе.",владельцы мечей,профессиональный/элитный воин,дружинник | конный воин,служба | поход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,дерево | кожа | ткань | металлические детали,коричневый | тёмный | цветная ткань у богатых,,B,Мечевой комплекс; органические ножны сохраняются фрагментарно.,SRC021 | SRC023,IMG_SHEET_05,цельнометаллическими ножнами или ножнами за спиной,"Узкие по клинку, без лишнего декора; наконечник небольшой."
AR022,"Универсальный топор, пригодный в бою",топор,male,armor_and_weapons,axe_general,"Рабочий топор, который мог использоваться в ополчении; форма и масса меньше карикатурной «секиры».","крестьяне, ремесленники, ополченцы, промысловики",доступное оружие/инструмент,ополченец | крестьянин | лесной промысловик,работа | бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо | деревянное топорище,железо | дерево,,A,Археологическая типология топоров и бытовой контекст.,SRC022 | SRC030,IMG_SHEET_05,двулезвийной секирой фэнтези или огромным датским топором эпохи викингов,Компактная рабочая головка; реалистичная длина рукояти.
AR023,Боевой топор,боевой топорик,male,armor_and_weapons,war_axe,Специализированный более лёгкий/балансированный топор для боя; тип наконечника выбирается по датированной археологии.,дружинники и опытные воины,профессиональный воин,дружинник | пеший воин,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо | дерево,железо | дерево,,A,Археологический свод боевых топоров.,SRC022 | SRC030,IMG_SHEET_05,огромной многолопастной фэнтезийной секирой,Одна рабочая лопасть; умеренный размер.
AR024,Булава,ударное оружие,male,armor_and_weapons,mace,Ударное оружие с металлическим навершием на деревянной рукояти; встречались разные формы.,профессиональные и статусные воины,военный средний/высокий слой,дружинник | конный воин,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,бронза/железо | дерево,металл | дерево,,A,Археологическая типология булав IX–XIII вв.,SRC022,IMG_SHEET_05,гигантской шипованной моргенштерном позднего типа,"Компактное навершие, короткая/средняя рукоять."
AR025,Кистень,боевой кистень,male,armor_and_weapons,flail,"Ударный груз на ремне/цепи или гибкой связи с рукоятью; известен археологически, но не должен быть у каждого бойца.",часть профессиональных воинов,специализированное оружие,дружинник | конный воин,бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо/бронза/кость для груза | кожа/цепь | дерево,металл | натуральные,,B,Археологическая типология кистеней. Исходная детализация уверенности: A–B.,SRC022,IMG_SHEET_05,двуручным цепом с огромным шипованным шаром,Небольшой груз и короткая связь; редкий выбор.
AR026,Боевой/универсальный нож,нож воина,male,armor_and_weapons,combat_knife,"Обычный или усиленный нож как резервный инструмент и оружие; чаще менее статусен, чем меч.",воины всех уровней,широкий,ополченец | дружинник | лучник,служба | поход | бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,железо/сталь | дерево/кость,металл | натуральные,,A,Ножи массово представлены археологически и в письменной описи.,SRC018 | SRC006,IMG_SHEET_05,длинным кинжалом позднего рыцаря или фэнтезийным мачете,Небольшой однолезвийный клинок.
AR027,Простой лук,ручной лук,male,armor_and_weapons,bow,Деревянный или составной по местной/контактной технологии лук; точная конструкция органики часто реконструируется по фрагментам и аналогиям.,"охотники, лучники, дружинники, ополченцы",от промыслового до профессионального,лучник | охотник | ополченец,охота | бой | поход,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,дерево | сухожилие/рог — только при конкретном составном типе | тетива,натуральное дерево,,B,Археологический свод метательного оружия; органические детали не всегда сохраняются. Исходная детализация уверенности: A–B.,SRC024,IMG_SHEET_05,современным спортивным рекурсивным луком или эльфийским оружием,Без пластиковых окон и сложных декоративных изгибов; тип выбирать по конкретному аналогу.
AR028,Стрелы с железными наконечниками,комплект стрел,male,armor_and_weapons,arrows,Деревянные древки с оперением и различными наконечниками для войны/охоты; набор мог быть неоднородным.,"лучники, охотники",профессиональный/промысловый,лучник | охотник,охота | бой,Великий Новгород и Новгородская земля; при необходимости близкие древнерусские/североевропейские аналогии отмечены отдельно,около 1230 г.; преимущественно конец XII — первая половина XIII в.,дерево | железо | перо | клей/нить,натуральные,,A,Многочисленные наконечники стрел и научный свод.,SRC024 | SRC033,IMG_SHEET_05,идеально одинаковыми фабричными стрелами или огромными фантазийными наконечниками,Небольшие наконечники; оперение натуральное и не чрезмерно яркое.
