step_id,recipe_id,step_number,action,input_item_ids,input_ingredient_ids,tool_ids,vessel_ids,duration,heat,result_state
RST000928,RCP0201,1,Подготовить свежую потрошёную рыбу.,"[""FOD0012""]","[""ING0144""]","[""FSH0002""]","[""FSH0028""]",10–30 min,none,prepared
RST000929,RCP0201,2,Растворить соль в воде; историческая концентрация неизвестна.,"[""FOD0037"",""FMA0001""]","[""ING0003"",""ING0001""]","[""POT0002""]","[""FSH0017""]",5–20 min,none,brine
RST000930,RCP0201,3,Полностью погрузить рыбу в рассол и удерживать под жидкостью.,"[""FOD0012"",""OMI01411""]","[""ING0144"",""ING0179""]",[],"[""FSH0017"",""TRD0024""]",days,cool_storage,salted
RST000931,RCP0201,4,Хранить в прохладе и отвергать продукт с гнилостным запахом или слизью.,"[""FOD0063""]","[""ING0147""]",[],"[""FSH0017""]",ongoing,none,stored
RST000932,RCP0202,1,Подготовить свежую рыбу.,"[""FOD0012""]","[""ING0144""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,prepared
RST000933,RCP0202,2,"Нанести меньше соли, чем при длительном хранении; точная норма неизвестна.","[""FOD0012"",""FOD0037""]","[""ING0144"",""ING0003""]","[""POT0002""]","[""FSH0017""]",5–15 min,none,lightly_salted
RST000934,RCP0202,3,Держать кратко в холоде и затем готовить или употреблять только по безопасной современной схеме.,"[""FMA0046""]","[""ING0150""]",[],"[""FSH0017""]",hours to days,cool_storage,ready_for_cooking
RST000935,RCP0203,1,Подготовить свежую потрошёную рыбу; крупную раскрыть.,"[""FOD0012""]","[""ING0144""]","[""FSH0002""]","[""FSH0028""]",10–30 min,none,prepared
RST000936,RCP0203,2,При наличии соли слегка посолить; сушение и посол не смешиваются в одну обязательную формулу.,"[""FOD0012"",""FOD0037""]","[""ING0144"",""ING0003""]","[""POT0002""]","[""FSH0017""]",5–20 min,none,optional_salted
RST000937,RCP0203,3,Подвесить на раме или жерди в прохладном сухом проветриваемом месте.,"[""OMI01409""]","[""ING0181""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST000938,RCP0203,4,"Защитить от дождя, насекомых, птиц и грязи.","[""OMI01409""]","[""ING0181""]",[],"[""FSH0003""]",ongoing,none,protected
RST000939,RCP0203,5,Снять после устойчивого высыхания и хранить сухо.,"[""FOD0011""]","[""ING0148""]",[],"[""HOU0015""]",weeks to months,none,stored
RST000940,RCP0204,1,Подготовить и при необходимости слегка посолить рыбу.,"[""FOD0012"",""FOD0037""]","[""ING0144"",""ING0003""]","[""FSH0002""]","[""FSH0028""]",10–30 min,none,prepared
RST000941,RCP0204,2,Развести тлеющий дымный огонь в подходящем отдельно подтверждённом хозяйственном контексте.,[],[],[],"[""INT0044""]",30–90 min,smoldering_fire,smoke_ready
RST000942,RCP0204,3,"Подвесить рыбу так, чтобы дым воздействовал без прямого пламени и сильного загрязнения.","[""FOD0012""]","[""ING0144""]","[""HOU0018""]","[""INT0011""]",hours,smoke,smoked
RST000943,RCP0204,4,Отличать намеренное копчение от случайного закопчения в жилой печи.,"[""FOD0062""]","[""ING0149""]",[],"[""HOU0015""]",inspection,none,stored
RST000944,RCP0205,1,Отделить свежую икру только от пригодной рыбы.,"[""OMI01414""]","[""ING0151""]","[""FSH0002""]","[""POT0015""]",5–15 min,none,separated
RST000945,RCP0205,2,Добавить соль реконструктивного количества и перемешать.,"[""OMI01414"",""FOD0037""]","[""ING0151"",""ING0003""]","[""POT0002""]","[""POT0015""]",1–5 min,none,salted
RST000946,RCP0205,3,Хранить кратко в холоде; длительное хранение не предполагается без более сильного основания.,"[""OMI01415""]","[""ING0152""]",[],"[""HOU0025""]",hours to days,cool_storage,stored
RST000947,RCP0206,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0034""]","[""ING0132""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000948,RCP0206,2,Натереть солью и уложить в кадку.,"[""FMA0034"",""FOD0037""]","[""ING0132"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST000949,RCP0206,3,Держать в прохладе до просола.,"[""FMA0034""]","[""ING0132""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST000950,RCP0207,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0034""]","[""ING0132""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000951,RCP0207,2,Подвесить на раме или жерди.,"[""FMA0034""]","[""ING0132""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST000952,RCP0207,3,Снять после полного высыхания и хранить сухо.,"[""FMA0034""]","[""ING0132""]",[],"[""HOU0015""]",weeks,none,stored
RST000953,RCP0208,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0035""]","[""ING0133""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000954,RCP0208,2,Натереть солью и уложить в кадку.,"[""FMA0035"",""FOD0037""]","[""ING0133"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST000955,RCP0208,3,Держать в прохладе до просола.,"[""FMA0035""]","[""ING0133""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST000956,RCP0209,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0035""]","[""ING0133""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000957,RCP0209,2,Подвесить на раме или жерди.,"[""FMA0035""]","[""ING0133""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST000958,RCP0209,3,Снять после полного высыхания и хранить сухо.,"[""FMA0035""]","[""ING0133""]",[],"[""HOU0015""]",weeks,none,stored
RST000959,RCP0210,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0036""]","[""ING0134""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000960,RCP0210,2,Натереть солью и уложить в кадку.,"[""FMA0036"",""FOD0037""]","[""ING0134"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST000961,RCP0210,3,Держать в прохладе до просола.,"[""FMA0036""]","[""ING0134""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST000962,RCP0211,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0036""]","[""ING0134""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000963,RCP0211,2,Подвесить на раме или жерди.,"[""FMA0036""]","[""ING0134""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST000964,RCP0211,3,Снять после полного высыхания и хранить сухо.,"[""FMA0036""]","[""ING0134""]",[],"[""HOU0015""]",weeks,none,stored
RST000965,RCP0212,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0037""]","[""ING0135""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000966,RCP0212,2,Натереть солью и уложить в кадку.,"[""FMA0037"",""FOD0037""]","[""ING0135"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST000967,RCP0212,3,Держать в прохладе до просола.,"[""FMA0037""]","[""ING0135""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST000968,RCP0213,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0037""]","[""ING0135""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000969,RCP0213,2,Подвесить на раме или жерди.,"[""FMA0037""]","[""ING0135""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST000970,RCP0213,3,Снять после полного высыхания и хранить сухо.,"[""FMA0037""]","[""ING0135""]",[],"[""HOU0015""]",weeks,none,stored
RST000971,RCP0214,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0038""]","[""ING0136""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000972,RCP0214,2,Натереть солью и уложить в кадку.,"[""FMA0038"",""FOD0037""]","[""ING0136"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST000973,RCP0214,3,Держать в прохладе до просола.,"[""FMA0038""]","[""ING0136""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST000974,RCP0215,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0038""]","[""ING0136""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000975,RCP0215,2,Подвесить на раме или жерди.,"[""FMA0038""]","[""ING0136""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST000976,RCP0215,3,Снять после полного высыхания и хранить сухо.,"[""FMA0038""]","[""ING0136""]",[],"[""HOU0015""]",weeks,none,stored
RST000977,RCP0216,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0039""]","[""ING0137""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000978,RCP0216,2,Натереть солью и уложить в кадку.,"[""FMA0039"",""FOD0037""]","[""ING0137"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST000979,RCP0216,3,Держать в прохладе до просола.,"[""FMA0039""]","[""ING0137""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST000980,RCP0217,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0039""]","[""ING0137""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000981,RCP0217,2,Подвесить на раме или жерди.,"[""FMA0039""]","[""ING0137""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST000982,RCP0217,3,Снять после полного высыхания и хранить сухо.,"[""FMA0039""]","[""ING0137""]",[],"[""HOU0015""]",weeks,none,stored
RST000983,RCP0218,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0040""]","[""ING0138""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000984,RCP0218,2,Натереть солью и уложить в кадку.,"[""FMA0040"",""FOD0037""]","[""ING0138"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST000985,RCP0218,3,Держать в прохладе до просола.,"[""FMA0040""]","[""ING0138""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST000986,RCP0219,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0040""]","[""ING0138""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000987,RCP0219,2,Подвесить на раме или жерди.,"[""FMA0040""]","[""ING0138""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST000988,RCP0219,3,Снять после полного высыхания и хранить сухо.,"[""FMA0040""]","[""ING0138""]",[],"[""HOU0015""]",weeks,none,stored
RST000989,RCP0220,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0041""]","[""ING0139""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000990,RCP0220,2,Натереть солью и уложить в кадку.,"[""FMA0041"",""FOD0037""]","[""ING0139"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST000991,RCP0220,3,Держать в прохладе до просола.,"[""FMA0041""]","[""ING0139""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST000992,RCP0221,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0041""]","[""ING0139""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000993,RCP0221,2,Подвесить на раме или жерди.,"[""FMA0041""]","[""ING0139""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST000994,RCP0221,3,Снять после полного высыхания и хранить сухо.,"[""FMA0041""]","[""ING0139""]",[],"[""HOU0015""]",weeks,none,stored
RST000995,RCP0222,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0042""]","[""ING0140""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000996,RCP0222,2,Натереть солью и уложить в кадку.,"[""FMA0042"",""FOD0037""]","[""ING0140"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST000997,RCP0222,3,Держать в прохладе до просола.,"[""FMA0042""]","[""ING0140""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST000998,RCP0223,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0042""]","[""ING0140""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST000999,RCP0223,2,Подвесить на раме или жерди.,"[""FMA0042""]","[""ING0140""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST001000,RCP0223,3,Снять после полного высыхания и хранить сухо.,"[""FMA0042""]","[""ING0140""]",[],"[""HOU0015""]",weeks,none,stored
RST001001,RCP0224,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0043""]","[""ING0141""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST001002,RCP0224,2,Натереть солью и уложить в кадку.,"[""FMA0043"",""FOD0037""]","[""ING0141"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST001003,RCP0224,3,Держать в прохладе до просола.,"[""FMA0043""]","[""ING0141""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST001004,RCP0225,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0043""]","[""ING0141""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST001005,RCP0225,2,Подвесить на раме или жерди.,"[""FMA0043""]","[""ING0141""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST001006,RCP0225,3,Снять после полного высыхания и хранить сухо.,"[""FMA0043""]","[""ING0141""]",[],"[""HOU0015""]",weeks,none,stored
RST001007,RCP0226,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0044""]","[""ING0142""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST001008,RCP0226,2,Натереть солью и уложить в кадку.,"[""FMA0044"",""FOD0037""]","[""ING0142"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST001009,RCP0226,3,Держать в прохладе до просола.,"[""FMA0044""]","[""ING0142""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST001010,RCP0227,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0044""]","[""ING0142""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST001011,RCP0227,2,Подвесить на раме или жерди.,"[""FMA0044""]","[""ING0142""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST001012,RCP0227,3,Снять после полного высыхания и хранить сухо.,"[""FMA0044""]","[""ING0142""]",[],"[""HOU0015""]",weeks,none,stored
RST001013,RCP0228,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0045""]","[""ING0143""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST001014,RCP0228,2,Натереть солью и уложить в кадку.,"[""FMA0045"",""FOD0037""]","[""ING0143"",""ING0003""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted
RST001015,RCP0228,3,Держать в прохладе до просола.,"[""FMA0045""]","[""ING0143""]",[],"[""FSH0017""]",days,cool_storage,preserved
RST001016,RCP0229,1,Выпотрошить и подготовить рыбу данного вида.,"[""FMA0045""]","[""ING0143""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted
RST001017,RCP0229,2,Подвесить на раме или жерди.,"[""FMA0045""]","[""ING0143""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying
RST001018,RCP0229,3,Снять после полного высыхания и хранить сухо.,"[""FMA0045""]","[""ING0143""]",[],"[""HOU0015""]",weeks,none,stored
RST001019,RCP0230,1,Отобрать целое пригодное зерно.,"[""FOD0022""]","[""ING0007""]",[],"[""HOU0019""]",10–30 min,none,selected
RST001020,RCP0230,2,"Замочить зерно в воде, сменяя или сливая воду по реконструктивной необходимости.","[""FOD0022"",""FMA0001""]","[""ING0007"",""ING0001""]",[],"[""HOU0036""]",12–48 h,none,soaked
RST001021,RCP0230,3,Слить воду и разложить влажное зерно для проращивания.,"[""FOD0022""]","[""ING0007""]","[""POT0008""]","[""HOU0019""]",1–5 min,none,ready_to_sprout
RST001022,RCP0231,1,Разложить влажное зерно слоем.,"[""OMI01325""]","[""ING0028""]",[],"[""HOU0019""]",5–15 min,none,spread
RST001023,RCP0231,2,"Поддерживать влажность и перемешивать, не допуская плесени и перегрева.","[""OMI01325""]","[""ING0028""]","[""POT0002""]","[""HOU0019""]",2–6 days,ambient,sprouted
RST001024,RCP0231,3,"Остановить проращивание при развитии ростка, принятом в реконструкции.","[""OMI01327""]","[""ING0030""]",[],"[""HOU0019""]",inspection,none,green_malt
RST001025,RCP0232,1,Разложить зелёный солод тонким слоем.,"[""OMI01327""]","[""ING0030""]",[],"[""HOU0019""]",5–15 min,none,spread
RST001026,RCP0232,2,Сушить воздухом или мягким печным теплом без обугливания.,"[""OMI01327""]","[""ING0030""]",[],"[""INT0011""]",hours to days,gentle_heat,dried
RST001027,RCP0232,3,Удалить отсохшие ростки и убрать сухой солод в тару.,"[""OMI01328""]","[""ING0031""]","[""POT0030""]","[""HOU0015""]",10–30 min,none,stored
RST001028,RCP0233,1,Проверить сухость солода.,"[""OMI01328""]","[""ING0031""]",[],"[""HOU0015""]",1–5 min,none,checked
RST001029,RCP0233,2,"Крупно раздробить жерновами или в ступе, не превращая всё в тонкую муку.","[""OMI01328""]","[""ING0031""]","[""AGR0017"",""POT0032"",""POT0029""]",[],20–120 min,none,crushed
RST001030,RCP0233,3,Собрать дроблёный солод для немедленного затирания или краткого хранения.,"[""OMI01329""]","[""ING0032""]",[],"[""HOU0015""]",5–10 min,none,stored
RST001031,RCP0234,1,Смешать дроблёный солод с тёплой водой в большой кадке или горшке.,"[""OMI01329"",""FMA0001""]","[""ING0032"",""ING0001""]","[""POT0009""]","[""HOU0036"",""POT0018""]",5–20 min,warm,mash
RST001032,RCP0234,2,Выдерживать затор тёплым; числовая температура является современной реконструкцией.,"[""OMI01329"",""FMA0001""]","[""ING0032"",""ING0001""]","[""POT0009""]","[""HOU0036""]",60–180 min,warm_hold,converted
RST001033,RCP0234,3,"Процедить сладкую жидкость через сито или соломенный/растительный фильтр, если подтверждён сценой.","[""OMI01331""]","[""ING0033""]","[""POT0030"",""POT0031""]","[""HOU0025""]",20–90 min,none,strained
RST001034,RCP0234,4,Отделить дробину как побочный продукт.,"[""OMI01336""]","[""ING0036""]",[],"[""HOU0019""]",5–15 min,none,separated
RST001035,RCP0235,1,Получить сусло из солода или слабую вытяжку из дробины.,"[""OMI01331""]","[""ING0033""]","[""POT0009""]","[""HOU0036"",""POT0018""]",60–240 min,warm_or_boiling,wort
RST001036,RCP0235,2,"Охладить сусло до температуры, безопасной для брожения.",[],[],[],"[""HOU0036""]",hours,cooling,cooled
RST001037,RCP0235,3,Внести часть дрожжевого осадка или дать начаться естественному брожению; конкретный способ реконструируется.,"[""OMI01334""]","[""ING0035""]","[""POT0002""]","[""HOU0036""]",1–5 min,none,fermenting
RST001038,RCP0235,4,"Бродить до прекращения активной пены, затем употреблять сравнительно свежим.","[""OMI01332""]","[""ING0034""]",[],"[""HOU0036""]",1–7 days,ambient_fermentation,fermented
RST001039,RCP0235,5,"Перелить в тару, не предполагая долгой современной выдержки.","[""FOD0059""]","[""ING0163""]","[""POT0008""]","[""HOU0025""]",5–30 min,none,stored
RST001040,RCP0236,1,Получить сусло из солода или слабую вытяжку из дробины.,"[""OMI01331"",""FMA0004""]","[""ING0033"",""ING0038""]","[""POT0009""]","[""HOU0036"",""POT0018""]",60–240 min,warm_or_boiling,wort
RST001041,RCP0236,2,Добавить хмель; точная доза и длительность нагрева неизвестны.,"[""FMA0004""]","[""ING0038""]",[],"[""POT0018""]",historically unknown,heated,hopped
RST001042,RCP0236,3,"Охладить сусло до температуры, безопасной для брожения.",[],[],[],"[""HOU0036""]",hours,cooling,cooled
RST001043,RCP0236,4,Внести часть дрожжевого осадка или дать начаться естественному брожению; конкретный способ реконструируется.,"[""OMI01334""]","[""ING0035""]","[""POT0002""]","[""HOU0036""]",1–5 min,none,fermenting
RST001044,RCP0236,5,"Бродить до прекращения активной пены, затем употреблять сравнительно свежим.","[""OMI01332""]","[""ING0034""]",[],"[""HOU0036""]",1–7 days,ambient_fermentation,fermented
RST001045,RCP0236,6,"Перелить в тару, не предполагая долгой современной выдержки.","[""FOD0059""]","[""ING0163""]","[""POT0008""]","[""HOU0025""]",5–30 min,none,stored
RST001046,RCP0237,1,Получить сусло из солода или слабую вытяжку из дробины.,"[""OMI01331""]","[""ING0033""]","[""POT0009""]","[""HOU0036"",""POT0018""]",60–240 min,warm_or_boiling,wort
RST001047,RCP0237,2,"Охладить сусло до температуры, безопасной для брожения.",[],[],[],"[""HOU0036""]",hours,cooling,cooled
RST001048,RCP0237,3,Внести часть дрожжевого осадка или дать начаться естественному брожению; конкретный способ реконструируется.,"[""OMI01334""]","[""ING0035""]","[""POT0002""]","[""HOU0036""]",1–5 min,none,fermenting
RST001049,RCP0237,4,"Бродить до прекращения активной пены, затем употреблять сравнительно свежим.","[""OMI01332""]","[""ING0034""]",[],"[""HOU0036""]",1–7 days,ambient_fermentation,fermented
RST001050,RCP0237,5,"Перелить в тару, не предполагая долгой современной выдержки.","[""FOD0059""]","[""ING0163""]","[""POT0008""]","[""HOU0025""]",5–30 min,none,stored
RST001051,RCP0238,1,Получить сусло из солода или слабую вытяжку из дробины.,"[""OMI01336"",""FMA0001""]","[""ING0036"",""ING0001""]","[""POT0009""]","[""HOU0036"",""POT0018""]",60–240 min,warm_or_boiling,wort
RST001052,RCP0238,2,"Охладить сусло до температуры, безопасной для брожения.",[],[],[],"[""HOU0036""]",hours,cooling,cooled
RST001053,RCP0238,3,Внести часть дрожжевого осадка или дать начаться естественному брожению; конкретный способ реконструируется.,"[""OMI01334""]","[""ING0035""]","[""POT0002""]","[""HOU0036""]",1–5 min,none,fermenting
RST001054,RCP0238,4,"Бродить до прекращения активной пены, затем употреблять сравнительно свежим.","[""OMI01332""]","[""ING0034""]",[],"[""HOU0036""]",1–7 days,ambient_fermentation,fermented
RST001055,RCP0238,5,"Перелить в тару, не предполагая долгой современной выдержки.","[""FOD0059""]","[""ING0163""]","[""POT0008""]","[""HOU0025""]",5–30 min,none,stored
RST001056,RCP0239,1,Размочить хлеб или приготовить жидкую зерновую затирку.,"[""OMI01322"",""FMA0001""]","[""ING0173"",""ING0001""]","[""POT0002""]","[""POT0018""]",30–180 min,warm,mash
RST001057,RCP0239,2,Процедить при необходимости.,[],[],"[""POT0030""]","[""HOU0025""]",5–30 min,none,strained
RST001058,RCP0239,3,Оставить для короткого кислого брожения; конкретная закваска неизвестна.,"[""OMI01334""]","[""ING0035""]",[],"[""HOU0036""]",12–72 h,ambient_fermentation,fermented
RST001059,RCP0239,4,Употребить свежим; не моделировать современную газировку.,"[""FOD0057""]","[""ING0162""]",[],"[""POT0006""]",same day,none,ready_to_drink
RST001060,RCP0240,1,Размочить хлеб или приготовить жидкую зерновую затирку.,"[""OMI01313"",""FMA0001""]","[""ING0027"",""ING0001""]","[""POT0002""]","[""POT0018""]",30–180 min,warm,mash
RST001061,RCP0240,2,Процедить при необходимости.,[],[],"[""POT0030""]","[""HOU0025""]",5–30 min,none,strained
RST001062,RCP0240,3,Оставить для короткого кислого брожения; конкретная закваска неизвестна.,"[""OMI01334""]","[""ING0035""]",[],"[""HOU0036""]",12–72 h,ambient_fermentation,fermented
RST001063,RCP0240,4,Употребить свежим; не моделировать современную газировку.,"[""FOD0057""]","[""ING0162""]",[],"[""POT0006""]",same day,none,ready_to_drink
RST001064,RCP0241,1,Развести мёд водой до сусла; точное соотношение неизвестно.,"[""FOD0025"",""FMA0001""]","[""ING0085"",""ING0001""]","[""POT0002""]","[""HOU0036""]",5–20 min,none,honey_wort
RST001065,RCP0241,2,Охладить при нагреве и оставить для брожения.,"[""OMI01341""]","[""ING0037""]",[],"[""HOU0036""]",1–14 days,ambient_fermentation,fermented
RST001066,RCP0241,3,Снять с грубого осадка и употребить сравнительно свежим.,"[""FOD0058""]","[""ING0164""]","[""POT0008""]","[""HOU0025""]",5–30 min,none,ready_to_drink
RST001067,RCP0242,1,Развести мёд водой до сусла; точное соотношение неизвестно.,"[""FOD0025"",""FMA0001""]","[""ING0085"",""ING0001""]","[""POT0002""]","[""HOU0036""]",5–20 min,none,honey_wort
RST001068,RCP0242,2,Нагреть сусло; длительное кипячение не считается автоматически доказанным.,"[""OMI01341""]","[""ING0037""]",[],"[""POT0018""]",historically unknown,heated,heated_wort
RST001069,RCP0242,3,Охладить при нагреве и оставить для брожения.,"[""OMI01341""]","[""ING0037""]",[],"[""HOU0036""]",1–14 days,ambient_fermentation,fermented
RST001070,RCP0242,4,Снять с грубого осадка и употребить сравнительно свежим.,"[""FOD0058""]","[""ING0164""]","[""POT0008""]","[""HOU0025""]",5–30 min,none,ready_to_drink
RST001071,RCP0243,1,Набрать воду из существующего доступного колодца.,"[""FMA0001""]","[""ING0001""]","[""HOU0010""]","[""HOU0001""]",5–20 min,none,collected
RST001072,RCP0243,2,Перенести в закрываемой или контролируемой таре.,"[""FMA0001""]","[""ING0001""]",[],"[""HOU0001""]",5–30 min,none,carried
RST001073,RCP0243,3,Подать в деревянной или керамической чаше.,"[""FMA0001""]","[""ING0001""]",[],"[""POT0006""]",1–5 min,none,ready_to_drink
RST001074,RCP0244,1,Налить свежее молоко в малую чашу.,"[""FOD0005""]","[""ING0089""]",[],"[""POT0006""]",1–5 min,none,served
RST001075,RCP0244,2,Употребить быстро; длительное тёплое хранение не предполагается.,"[""FOD0005""]","[""ING0089""]",[],"[""POT0006""]",same day,none,ready_to_drink
RST001076,RCP0245,1,Открыть существующую торговую тару с подтверждённым вином.,"[""FOD0056""]","[""ING0165""]",[],"[""HOU0024"",""POT0020""]",1–10 min,none,opened
RST001077,RCP0245,2,Перелить небольшую порцию в чашу.,"[""FOD0056""]","[""ING0165""]","[""POT0008""]","[""POT0006""]",1–5 min,none,served
RST001078,RCP0246,1,Подготовить заквасочное или пресное тесто соответствующего вида.,"[""OMI01310""]","[""ING0024""]","[""POT0002""]","[""HOU0019""]",10–30 min,none,dough_ready
RST001079,RCP0246,2,Подготовить начинку: рыбная начинка; сырые мясо и рыбу не считать безопасными без полной последующей готовности.,"[""FOD0012""]","[""ING0144""]","[""POT0028""]","[""POT0010""]",10–60 min,none,filling_ready
RST001080,RCP0246,3,"Расплющить кусок теста, положить умеренное количество начинки и закрыть края.","[""OMI01310"",""FOD0012""]","[""ING0024"",""ING0144""]","[""POT0002""]","[""POT0010""]",10–30 min,none,shaped
RST001081,RCP0246,4,Выпечь на поду или в сосуде до готовности теста и начинки.,"[""OMI01310"",""FOD0012""]","[""ING0024"",""ING0144""]","[""INT0027""]","[""POT0010""]",30–120 min,oven_heat,baked
RST001082,RCP0246,5,Остудить кратко и подать без современной декоративной формы.,[],[],[],"[""POT0007""]",10–30 min,none,ready_to_eat
RST001083,RCP0247,1,Подготовить заквасочное или пресное тесто соответствующего вида.,"[""OMI01311""]","[""ING0025""]","[""POT0002""]","[""HOU0019""]",10–30 min,none,dough_ready
RST001084,RCP0247,2,Подготовить начинку: мясная начинка; сырые мясо и рыбу не считать безопасными без полной последующей готовности.,"[""FOD0030""]","[""ING0106""]","[""POT0028""]","[""POT0010""]",10–60 min,none,filling_ready
RST001085,RCP0247,3,"Расплющить кусок теста, положить умеренное количество начинки и закрыть края.","[""OMI01311"",""FOD0030""]","[""ING0025"",""ING0106""]","[""POT0002""]","[""POT0010""]",10–30 min,none,shaped
RST001086,RCP0247,4,Выпечь на поду или в сосуде до готовности теста и начинки.,"[""OMI01311"",""FOD0030""]","[""ING0025"",""ING0106""]","[""INT0027""]","[""POT0010""]",30–120 min,oven_heat,baked
RST001087,RCP0247,5,Остудить кратко и подать без современной декоративной формы.,[],[],[],"[""POT0007""]",10–30 min,none,ready_to_eat
