fa_id,name_ru,name_ru_alt,name_lat,name_en,class,order,group,category_ref,scope,region_scope,base_frequency_class,base_frequency_basis,presence_1230_confidence,historical_evidence,migration_winter,migration_spring,migration_summer,migration_autumn,mass_passage,activity_time,voice_description,audible_seasons,nesting,game_value,falconry_relevance,products,habitats,panteleev_2001_listed,petrov_1885_priilmenye,malchevsky_page,malchevsky_status_flags,malchevsky_heading_check,wk_refs,source_refs,confidence,notes,status
fa_b_brambling,Юрок,вьюрок,Fringilla montifringilla,Brambling,Aves,Passeriformes,songbird,fauna.bird.songbird.brambling,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common; note: Males migrate in chaffinch flocks (Malchevsky),B,,absent,passage,breeding,passage,true,diurnal,протяжное жужжащее «дзиии»,spring;summer;autumn,северная тайга,none,none,,"mixed:c,conif:c,field:m,edge:m",true,true,https://zoomet.ru/mal/malchevski_226.html,breeding|passage,Fringilla Montifringilla,,SRC_PANT2001;SRC_MALPUK1983,B,Males migrate in chaffinch flocks (Malchevsky),candidate
fa_b_siskin,Чиж,,Spinus spinus,Eurasian siskin,Aves,Passeriformes,songbird,fauna.bird.songbird.siskin,universal_taxon,novgorod_land,ubiquitous,Malchevsky head abundance flags: most_numerous|common; note: Common all year in many winters (Malchevsky); kept as cage bird (general),B,,irregular,breeding,breeding,breeding,true,diurnal,щебечущая песня с «чи-чи-чи-чиии» и скрипом; зимой стайки на ольхах,winter;spring;summer;autumn,высоко на елях,none,none,,"conif:c,mixed:c,flood:c,stream:m",true,true,https://zoomet.ru/mal/malchevski_229.html,resident|passage|wintering|irruptive,Spinus Spinus,,SRC_PANT2001;SRC_MALPUK1983,B,Common all year in many winters (Malchevsky); kept as cage bird (general),candidate
fa_b_goldfinch,Щегол,,Carduelis carduelis,European goldfinch,Aves,Passeriformes,songbird,fauna.bird.songbird.goldfinch,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: common|scarce; note: Few overwinter (Malchevsky),B,,irregular,breeding,breeding,breeding,false,diurnal,весёлая звонкая песня «тиглит»,winter;spring;summer;autumn,на деревьях в садах,none,none,,"margin:c,garden:c,flood:m,homestead:m",true,true,https://zoomet.ru/mal/malchevski_230.html,resident|breeding|wintering|irruptive,Arduelis Carduelis,,SRC_PANT2001;SRC_MALPUK1983,B,Few overwinter (Malchevsky),candidate
fa_b_redpoll,Обыкновенная чечётка,чечётка,Acanthis flammea,Common redpoll,Aves,Passeriformes,songbird,fauna.bird.songbird.redpoll,universal_taxon,novgorod_land,common,"Malchevsky head abundance flags: common; note: Numerous on passage, common in some winters (Malchevsky)",B,,wintering,passage,absent,passage,true,diurnal,сухое «чечет-чечет» стаи на берёзах,winter;spring;autumn,"северная тайга, лесотундра",none,none,,"flood:c,edge:c,bog:m,mixed:m",true,true,https://zoomet.ru/mal/malchevski_231.html,passage|wintering|irruptive,Acanthis Flammea,,SRC_PANT2001;SRC_MALPUK1983,B,"Numerous on passage, common in some winters (Malchevsky)",candidate
fa_b_linnet,Коноплянка,,Linaria cannabina,Common linnet,Aves,Passeriformes,songbird,fauna.bird.songbird.linnet,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a; note: Tied to fields and hemp (name) — follows agriculture; C,C,,absent,breeding,breeding,breeding,false,diurnal,щебечущая песня,spring;summer;autumn,в кустах у жилья,none,none,,"margin:c,garden:c,homestead:m,field:m",true,true,https://zoomet.ru/mal/malchevski_234.html,resident|passage,Cannabina Cannabina,,SRC_PANT2001;SRC_MALPUK1983,B,Tied to fields and hemp (name) — follows agriculture; C,candidate
fa_b_common_rosefinch,Обыкновенная чечевица,чечевица,Carpodacus erythrinus,Common rosefinch,Aves,Passeriformes,songbird,fauna.bird.songbird.common_rosefinch,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Westward expansion in XX c. is documented generally; C,C,,absent,breeding,breeding,absent,false,diurnal,свист «чечевицу видел?»,spring;summer,в кустах пойм,none,none,,"flood:c,edge:c,garden:m",true,true,https://zoomet.ru/mal/malchevski_235.html,breeding|passage,Carpodacus Erythrinus,,SRC_PANT2001;SRC_MALPUK1983,B,Westward expansion in XX c. is documented generally; C,candidate
fa_b_pine_grosbeak,Щур,,Pinicola enucleator,Pine grosbeak,Aves,Passeriformes,songbird,fauna.bird.songbird.pine_grosbeak,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: common; note: Irruptive winter visitor from mid-October (Malchevsky),B,,irregular,absent,absent,irregular,false,diurnal,мелодичный свист «пюли-пюли»,winter;autumn,приполярные ельники,none,none,,"conif:c,mixed:m,garden:m",true,true,https://zoomet.ru/mal/malchevski_236.html,passage|wintering|irruptive,Pinicola Enucleator,,SRC_PANT2001;SRC_MALPUK1983,B,Irruptive winter visitor from mid-October (Malchevsky),candidate
fa_b_red_crossbill,Клёст-еловик,клёст,Loxia curvirostra,Red crossbill,Aves,Passeriformes,songbird,fauna.bird.songbird.red_crossbill,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a; note: Appears in large numbers in good cone years (Malchevsky); fallen cones split lengthwise,B,,irregular,irregular,irregular,irregular,false,diurnal,"звонкое «кип-кип» стайки над ельником, треск шелушимых шишек",winter;spring;summer;autumn,гнездится и зимой в урожай шишек,none,none,,"conif:c,bog:m",true,true,https://zoomet.ru/mal/malchevski_238.html,irruptive,Loxia Curvirostra,,SRC_PANT2001;SRC_MALPUK1983,B,Appears in large numbers in good cone years (Malchevsky); fallen cones split lengthwise,candidate
fa_b_bullfinch,Снегирь,,Pyrrhula pyrrhula,Eurasian bullfinch,Aves,Passeriformes,songbird,fauna.bird.songbird.bullfinch,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common; note: Resident all year; more visible in winter at rowans (Malchevsky),B,,resident,resident,resident,resident,false,diurnal,"тихий грустный свист «фю-фю», скрипучая песенка",winter;spring;summer;autumn,на елях,none,none,,"mixed:c,conif:c,edge:c,garden:m,homestead:m",true,true,https://zoomet.ru/mal/malchevski_240.html,resident|breeding|passage|wintering,Pyrrhula Pyrrhula,,SRC_PANT2001;SRC_MALPUK1983,B,Resident all year; more visible in winter at rowans (Malchevsky),candidate
fa_b_house_sparrow,Домовый воробей,воробей,Passer domesticus,House sparrow,Aves,Passeriformes,songbird,fauna.bird.songbird.house_sparrow,universal_taxon,novgorod_land,contextual,"Malchevsky head abundance flags: n/a; note: Not listed among XIII c. Novgorod synanthropes in SRC_ZIN2025 abstract (only tree sparrow) -> C, rural only",C,,resident,resident,resident,resident,false,diurnal,чириканье стай у дворов,winter;spring;summer;autumn,"под стрехами, в щелях построек",none,none,,"homestead:c,lane:c,outb:c,threshing:c,town:m,market:m",true,true,https://zoomet.ru/mal/malchevski_242.html,resident|breeding|wintering|irruptive,Passer Domesticus,,SRC_PANT2001;SRC_MALPUK1983,B,"Not listed among XIII c. Novgorod synanthropes in SRC_ZIN2025 abstract (only tree sparrow) -> C, rural only",candidate
fa_b_tree_sparrow,Полевой воробей,воробей,Passer montanus,Eurasian tree sparrow,Aves,Passeriformes,songbird,fauna.bird.songbird.tree_sparrow,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: common|rare,A,Полевой воробей документирован в Новгороде к XIII в. (SRC_ZIN2025),resident,resident,resident,resident,false,diurnal,"чириканье «чив-чив», в полёте — сухое «тек-тек»",winter;spring;summer;autumn,в дуплах и щелях построек,none,none,,"town:c,church:c,market:c,homestead:c,threshing:c,outb:c,garden:c,margin:m,lane:c",true,true,https://zoomet.ru/mal/malchevski_243.html,breeding|wintering,Passer Montanus,,SRC_PANT2001;SRC_MALPUK1983;SRC_ZIN2025,B,,candidate
fa_b_starling,Обыкновенный скворец,"скворец, шпак",Sturnus vulgaris,Common starling,Aves,Passeriformes,songbird,fauna.bird.songbird.starling,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: n/a; note: SRC_ZIN2025: later-medieval coloniser of the town (conflict: SRC_ZIN_NEWS2025 says XIII c.) -> no town rows; rural natural-hollow nesting C. Nest boxes (скворечники) are an anachronism for 1230 — not sourced,C,,absent,breeding,breeding,breeding,false,diurnal,"трескучая песня-пересмешка с подражаниями, свист",spring;summer;autumn,в дуплах деревьев,none,none,,"flood:c,pasture:c,edge:m,homestead:m",true,true,https://zoomet.ru/mal/malchevski_244.html,breeding|passage|wintering|irruptive,Sturnus Vulgaris,,SRC_PANT2001;SRC_MALPUK1983,B,SRC_ZIN2025: later-medieval coloniser of the town (conflict: SRC_ZIN_NEWS2025 says XIII c.) -> no town rows; rural natural-hollow nesting C. Nest boxes (скворечники) are an anachronism for 1230 — not sourced,candidate
fa_b_golden_oriole,Иволга,,Oriolus oriolus,Eurasian golden oriole,Aves,Passeriformes,songbird,fauna.bird.songbird.golden_oriole,universal_taxon,novgorod_land,contextual,Malchevsky head abundance flags: rare; note: Rarer in north (Malchevsky),B,,absent,breeding,breeding,absent,false,diurnal,флейтовое «фиу-лиу» из крон и резкий кошачий крик,spring;summer,гамачок в развилке ветвей,none,none,,"broad:c,flood:c,edge:m",true,true,https://zoomet.ru/mal/malchevski_245.html,breeding|irruptive,Oriolus Oriolus,,SRC_PANT2001;SRC_MALPUK1983,B,Rarer in north (Malchevsky),candidate
fa_b_jay,Сойка,,Garrulus glandarius,Eurasian jay,Aves,Passeriformes,corvid,fauna.bird.corvid.jay,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: most_numerous|common; note: Most numerous corvid in forests in all seasons (Malchevsky),B,,resident,resident,resident,resident,false,diurnal,"резкий хриплый крик тревоги, выдающий человека в лесу; передразнивает других птиц",winter;spring;summer;autumn,в чаще,none,none,feathers,"mixed:c,conif:c,broad:c,edge:c",true,true,https://zoomet.ru/mal/malchevski_246.html,breeding|passage|wintering|irruptive,Garrulus Glandarius,,SRC_PANT2001;SRC_MALPUK1983,B,Most numerous corvid in forests in all seasons (Malchevsky),candidate
fa_b_siberian_jay,Кукша,,Perisoreus infaustus,Siberian jay,Aves,Passeriformes,corvid,fauna.bird.corvid.siberian_jay,universal_taxon,novgorod_land,rare,"Malchevsky head abundance flags: rare; note: Very rare, mostly in the east of the region (Malchevsky); bold at camps",B,,resident,resident,resident,resident,false,diurnal,тихое мяуканье «кей»,winter;spring;summer;autumn,в глухой еловой тайге,none,none,,"conif:c,bog:m",true,true,https://zoomet.ru/mal/malchevski_247.html,breeding,Perisoreus Infaustus,,SRC_PANT2001;SRC_MALPUK1983,B,"Very rare, mostly in the east of the region (Malchevsky); bold at camps",candidate
fa_b_magpie,Сорока,,Pica pica,Eurasian magpie,Aves,Passeriformes,corvid,fauna.bird.corvid.magpie,universal_taxon,novgorod_land,rare,"Malchevsky head abundance flags: rare; note: Distribution mirrors settlements (Malchevsky); magpie bones not found in Novgorod, later-medieval coloniser of the town (SRC_ZIN2025, SRC_ZIN_NEWS2025) -> no town rows; rural rare C",C,,resident,resident,resident,resident,false,diurnal,стрекотание «чак-чак-чак»,winter;spring;summer;autumn,шаровидное гнездо с крышей в кустах у деревень,none,none,,"homestead:c,margin:c,pasture:m,lane:m",true,true,https://zoomet.ru/mal/malchevski_248.html,resident|breeding,Pica Pica,,SRC_PANT2001;SRC_MALPUK1983,B,"Distribution mirrors settlements (Malchevsky); magpie bones not found in Novgorod, later-medieval coloniser of the town (SRC_ZIN2025, SRC_ZIN_NEWS2025) -> no town rows; rural rare C",candidate
fa_b_nutcracker,Кедровка,ореховка,Nucifraga caryocatactes,Spotted nutcracker,Aves,Passeriformes,corvid,fauna.bird.corvid.nutcracker,universal_taxon,novgorod_land,rare,Malchevsky head abundance flags: n/a; note: Irruptive autumn arrivals (Malchevsky),B,,irregular,absent,absent,irregular,false,diurnal,хриплое «крэээ»,winter;autumn,в ельниках,none,none,,"conif:c,mixed:m",true,false,https://zoomet.ru/mal/malchevski_249.html,resident|breeding|wintering|irruptive,Nucifraga Caryocatactes,,SRC_PANT2001;SRC_MALPUK1983,B,Irruptive autumn arrivals (Malchevsky),candidate
fa_b_jackdaw,Галка,,Coloeus monedula,Western jackdaw,Aves,Passeriformes,corvid,fauna.bird.corvid.jackdaw,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Most synanthropic corvid (Malchevsky); roosts in large flocks with rooks and crows in winter,A,Галка — ранний городской приспособленец Новгорода (SRC_ZIN2025),resident,resident,resident,resident,false,diurnal,звонкое «кья-кья» стай над крышами и колокольнями,winter;spring;summer;autumn,"в щелях построек, на церквах, в дуплах",none,none,,"town:c,church:c,market:c,homestead:c,field:m,pasture:m,ferry:m,wharf:m",true,true,https://zoomet.ru/mal/malchevski_250.html,breeding|wintering,Corvus Monedula,,SRC_PANT2001;SRC_MALPUK1983;SRC_ZIN2025;SRC_ZIN_NEWS2025,B,Most synanthropic corvid (Malchevsky); roosts in large flocks with rooks and crows in winter,candidate
fa_b_rook,Грач,,Corvus frugilegus,Rook,Aves,Passeriformes,corvid,fauna.bird.corvid.rook,universal_taxon,novgorod_land,common,"Malchevsky head abundance flags: common; note: Breeds, small numbers winter (Malchevsky); follows ploughing",A,Колонии грачей в Новгороде с XI в. (SRC_ZIN_NEWS2025; SRC_ZIN2025),irregular,breeding,breeding,breeding,false,diurnal,"гомон колонии «гра-гра», ранний прилёт — примета весны",winter;spring;summer;autumn,шумные колонии на старых деревьях у жилья и церквей,none,none,,"field:c,pasture:c,church:c,town:m,homestead:m,flood:m",true,true,https://zoomet.ru/mal/malchevski_251.html,breeding|wintering,Corvus Frugilegus,,SRC_PANT2001;SRC_MALPUK1983;SRC_ZIN2025;SRC_ZIN_NEWS2025,B,"Breeds, small numbers winter (Malchevsky); follows ploughing",candidate
fa_b_hooded_crow,Серая ворона,ворона,Corvus cornix,Hooded crow,Aves,Passeriformes,corvid,fauna.bird.corvid.hooded_crow,universal_taxon,novgorod_land,ubiquitous,Malchevsky head abundance flags: most_numerous|common; note: One of the commonest birds (Malchevsky),A,"Серая ворона в Новгороде с X в.; ранний городской приспособленец (SRC_ZIN2025, SRC_ZIN_NEWS2025)",resident,resident,resident,resident,false,diurnal,хриплое «карр-карр»,winter;spring;summer;autumn,на деревьях у полей и дворов,none,quarry,,"town:c,market:c,wharf:c,church:c,homestead:c,lane:c,field:c,pasture:c,flood:c,bank:c,lake:c,edge:c,fishing:c,road:c,mixed:m",true,true,https://zoomet.ru/mal/malchevski_252.html,resident|breeding|wintering|irruptive,Corvus Cornix,,SRC_PANT2001;SRC_MALPUK1983;SRC_ZIN2025;SRC_ZIN_NEWS2025,B,One of the commonest birds (Malchevsky),candidate
fa_b_raven,Ворон,,Corvus corax,Common raven,Aves,Passeriformes,corvid,fauna.bird.corvid.raven,universal_taxon,novgorod_land,common,Malchevsky head abundance flags: n/a; note: Comes to villages daily for food (Malchevsky); first at carcasses,A,"Ворон в Новгороде с X в.; ранний городской приспособленец (SRC_ZIN2025, SRC_ZIN_NEWS2025)",resident,resident,resident,resident,false,diurnal,"глубокое гортанное «крук-крук», звонкие «колокольчики» в полёте",winter;spring;summer;autumn,на высоких соснах в глуши,none,none,,"conif:c,mixed:c,bog:c,town:m,field:m,edge:m,road:m,lake:m,ferry:m,fishing:m",true,true,https://zoomet.ru/mal/malchevski_253.html,resident|wintering,Corvus Corax,,SRC_PANT2001;SRC_MALPUK1983;SRC_ZIN2025;SRC_ZIN_NEWS2025,B,Comes to villages daily for food (Malchevsky); first at carcasses,candidate
