pff_id,pf_id,facet_id,facet_order,slots,coverage,claim_ref_count,needs,limits,residual_needs,claim_refs,source_refs,confidence,status
pff_ferry_landing__crossing_means_and_people,pf_ferry_landing,crossing_means_and_people,2,facet_use_people,supported,4,"Какие лодка, канат, шест, гребля, груз и помощь нужны разным попыткам переправы? | Как различаются лодочник, пассажир, возница, животное и ожидающий?",Плавсредство и услуга требуют source/owner.,,claim:transport-hired-boatman;claim:transport-private-boat-arrangement;claim:place-outdoors-shore-working-edge-composition;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=ferry_landing].facets[facet=crossing_means_and_people],B,candidate
pff_ferry_landing__waterfront_waiting_signals,pf_ferry_landing,waterfront_waiting_signals,3,facet_senses_traces,supported,3,"Какие туман, ветер, плеск, скрип, мокрые следы, костёр ожидания и мусор различимы? | Какие следы посадки быстро исчезают из-за воды и дождя?",Не выводить поездку конкретного лица.,,claim:research-atmospheric-conditions-affect-smoke-transport-and-dispersion;claim:place-outdoors-shore-working-edge-composition;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=ferry_landing].facets[facet=waterfront_waiting_signals],B,candidate
pff_ferry_landing__ferry_risk,pf_ferry_landing,ferry_risk,4,facet_risks_upkeep,supported,4,"Какие опрокидывание, течения, испуг животных, тяжёлый груз, лёд и ночная темнота важны? | Какая upkeep берега, каната и лодки меняет риск?",Exact resolution у physical owners.,,claim:buoyancy-pressure-phase-change;claim:candidate-physiology-v3-drowning-respiratory-impairment;claim:place-outdoors-shore-working-edge-composition;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=ferry_landing].facets[facet=ferry_risk],B,candidate
pff_forest_track__track_legibility,pf_forest_track,track_legibility,1,facet_ground,supported,4,"Какие вытаптывание, зарубки, колеи, настил, ветви и корни делают путь читаемым или исчезающим? | Как листопад, снег, дождь и отсутствие ухода меняют его?","Наличие, давность и направление конкретной тропы — scene state.",,claim:static-weather-b06-typical-advancing-cloud-sequence-can-warn-of-approaching-rain-and-increasing-wind;claim:static-cloven-hoof-trace-comparison-requires-multiple-observable-features;claim:place-outdoors-forest-structure-and-season;claim:place-outdoors-clearing-and-trace-renewal,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track].facets[facet=track_legibility],B,candidate
pff_forest_track__travel_and_clearance,pf_forest_track,travel_and_clearance,2,facet_use_people,supported,3,"Какие пеший ход, лошадь, волочение, перенос груза и проводник требуют ширины/очистки? | Как различаются охотник, дровосек, семья и потерявшийся путник?",Не гарантировать проход на основании названия.,,claim:work-intensity-duration;claim:place-outdoors-forest-structure-and-season;claim:reconstructed-place-work-vegetation-can-snag-flexible-lines-or-loads,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track].facets[facet=travel_and_clearance],B,candidate
pff_forest_track__track_perception_and_marks,pf_forest_track,track_perception_and_marks,3,facet_senses_traces,supported,4,"Как кроны, тишина, ветер, запах дыма, близкие звуки и ограниченный обзор меняют orientation? | Какие следы обуви, копыт, зверя, рубки и волочения пересекают путь?",Не превращать следы в precise tracking.,,claim:static-cloven-hoof-trace-comparison-requires-multiple-observable-features;claim:place-outdoors-forest-structure-and-season;claim:place-outdoors-clearing-and-trace-renewal;claim:place-outdoors-cover-opening-and-work-visibility,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track].facets[facet=track_perception_and_marks],B,candidate
pff_forest_track__track_hazard_and_maintenance,pf_forest_track,track_hazard_and_maintenance,4,facet_risks_upkeep,supported,2,"Какие бурелом, грязь, снег, потеря направления, падение ветви и огонь важны? | Какая расчистка, отметка, мосток и обход требуют actor-maintenance?",Не materialize helpful upkeep.,,claim:research-extreme-cold-can-cause-cold-stress;claim:place-outdoors-forest-structure-and-season,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track].facets[facet=track_hazard_and_maintenance],B,candidate
pff_hunting_ground__terrain_and_sign,pf_hunting_ground,terrain_and_sign,1,facet_ground,supported,4,"Какие ветер, укрытия, кормовые места, грунт, следы и линии обзора важны для поиска? | Как дождь, снег, листопад и время суток меняют возможность чтения sign?",Не утверждать наличие конкретной добычи.,,claim:static-cloven-hoof-trace-comparison-requires-multiple-observable-features;claim:place-outdoors-forest-structure-and-season;claim:place-outdoors-microterrain-patches;claim:place-outdoors-clearing-and-trace-renewal,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground].facets[facet=terrain_and_sign],B,candidate
pff_hunting_ground__pursuit_means_and_roles,pf_hunting_ground,pursuit_means_and_roles,2,facet_use_people,supported,3,"Какие следование, ожидание, ловушка, собака, оружие, перенос и разделка требуют means и access? | Как одиночный охотник, группа, проводник и случайный путник меняют disturbance?",Combat/animal mechanics остаются code-owned.,,claim:agriculture-fauna-ash-hunting-bow;claim:wild-food-and-fur-evidence;claim:place-outdoors-forest-structure-and-season,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground].facets[facet=pursuit_means_and_roles],B,candidate
pff_hunting_ground__animal_senses_and_human_trace,pf_hunting_ground,animal_senses_and_human_trace,3,facet_senses_traces,partial,5,"Какие запахи, шум, ветер, дым, следы и тревожные птицы могут раскрывать или скрывать человека? | Какие footprints, шерсть, помёт, сломанные ветви и кровь требуют cautious interpretation?","Конкретный зверь, след и реакция — scene state.","Общая связь ветра, шума и запаха с обнаружением животными человека.",claim:static-weather-b06-multiple-near-water-beaver-signs-can-corroborate-a-beaver-explanation;claim:static-cloven-hoof-trace-comparison-requires-multiple-observable-features;claim:place-outdoors-forest-structure-and-season;claim:place-outdoors-clearing-and-trace-renewal;claim:place-outdoors-cover-opening-and-work-visibility,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground].facets[facet=animal_senses_and_human_trace],B,candidate
pff_hunting_ground__hunt_risk_and_stewardship,pf_hunting_ground,hunt_risk_and_stewardship,4,facet_risks_upkeep,supported,3,"Какие потеря пути, ранение, холод, огонь, конфликт за добычу и порча мяса требуют outcomes? | Какие тропы, разделочные места и сезонный покой требуют causal maintenance/policy?",Не вводить hunting rules без authority.,,claim:research-extreme-cold-can-cause-cold-stress;claim:wound-healing-time-dependent;claim:place-outdoors-forest-structure-and-season,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground].facets[facet=hunt_risk_and_stewardship],B,candidate
pff_orchard_garden__beds_trees_and_soil,pf_orchard_garden,beds_trees_and_soil,1,facet_ground,supported,5,"Какие гряды, плодовые деревья, кусты, компост, ограда и полив формируют доступ и работу? | Как посадка, цветение, плодоношение, обрезка и мороз меняют вид?",Не фиксировать культуры или урожай.,,claim:static-root-loss-can-cause-transplant-shock;claim:candidate-deciduous-tree-leaf-flower-emergence-varies-by-species;claim:place-orchard-pruning-can-preserve-a-branch-collar-barrier-while-bark-tearing-enlarges-injury;claim:place-orchard-pruning-can-have-different-seasonal-windows-before-spring-growth-or-during-active-growth;claim:place-orchard-heavy-renovation-can-trade-immediate-reshaping-against-retained-leaf-area,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=orchard_garden].facets[facet=beds_trees_and_soil],B,candidate
pff_orchard_garden__tending_and_harvest,pf_orchard_garden,tending_and_harvest,2,facet_use_people,supported,1,"Какие прополка, полив, подвязка, сбор, защита и перенос требуют means и времени? | Как различаются хозяин, помощник, ребёнок, птицы и домашние животные?",Сбор уменьшает finite source.,,claim:static-hop-bines-can-be-trained-on-support-and-need-moisture-without-standing-water,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=orchard_garden].facets[facet=tending_and_harvest],B,candidate
pff_orchard_garden__garden_signals,pf_orchard_garden,garden_signals,3,facet_senses_traces,supported,6,"Какие запах земли, цветения, насекомые, полив, птицы и тень меняют sensing? | Какие следы рыхления, обрезки, вредителей, упавших плодов и дождя видны?",Не выводить время работ с точностью без basis.,,claim:place-feathered-mobile-young-bird-on-ground-can-be-a-fledgling;claim:place-young-bird-plumage-and-immediate-danger-bound-intervention;claim:place-garden-snails-and-slugs-can-favor-moist-sheltered-conditions;claim:place-garden-snails-and-slugs-can-feed-on-cabbage-leaves-and-leave-irregular-holes;claim:animal-pollination-affects-flowering-plant-reproduction;claim:place-outdoors-clearing-and-trace-renewal,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=orchard_garden].facets[facet=garden_signals],B,candidate
pff_orchard_garden__garden_risk_and_care,pf_orchard_garden,garden_risk_and_care,4,facet_risks_upkeep,partial,5,"Какие заморозок, засуха, вредители, слом ветвей, скольжение и конфликт с животными важны? | Какая поливная, оградная и почвенная maintenance меняет состояние?","Не заменять растениеводство декоративной статикой. Укрытие не гарантирует защиту, а уязвимость к замерзанию зависит от растения и стадии развития.","P2: plant-specific response of ordinary garden or orchard growth to drought and animal damage; freezing susceptibility and temporary-cover context are bounded by plant kind, developmental stage, cover properties and placement.",claim:place-outdoors-clearing-and-trace-renewal;claim:place-orchard-pruning-can-preserve-a-branch-collar-barrier-while-bark-tearing-enlarges-injury;claim:place-orchard-pruning-can-have-different-seasonal-windows-before-spring-growth-or-during-active-growth;claim:place-plant-freezing-injury-susceptibility-varies-by-kind-and-development;claim:place-plant-temporary-cover-can-retain-local-heat-without-guaranteeing-protection,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=orchard_garden].facets[facet=garden_risk_and_care],B,candidate
pff_pasture__forage_ground_and_fence,pf_pasture,forage_ground_and_fence,1,facet_ground,supported,3,"Какие трава, выеденные участки, вода, солонцы, кочки и изгороди определяют выпас? | Как сезон, дождь, засуха и перегон меняют корм и опору?",Не заявлять стадо или ownership земли.,,claim:practical-fodder-hay;claim:static-ruminant-feed-b11-legume-forage-can-support-frothy-rumen-bloat;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture].facets[facet=forage_ground_and_fence],B,candidate
pff_pasture__herding_and_animal_movement,pf_pasture,herding_and_animal_movement,2,facet_use_people,supported,4,"Какие пастух, собака, привязь, загон, водопой и поиск отбившегося животного требуют среды? | Как animal temperament и число людей меняют movement hazards?",Не создавать животных из общего класса.,,claim:place-domestic-geese-can-move-as-a-flock-when-herded;claim:place-poultry-approach-and-movement-can-affect-response-without-guaranteed-control;claim:practical-livestock-care;claim:animal-care-needs-presence,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture].facets[facet=herding_and_animal_movement],B,candidate
pff_pasture__pasture_senses_and_marks,pf_pasture,pasture_senses_and_marks,3,facet_senses_traces,supported,1,"Какие звон, мычание, запах, мухи, ветер и открытый обзор меняют perception? | Какие помёт, вытаптывание, шерсть, следы хищника и прохода различимы по погоде?",Следы не дают certainty о нападении.,,claim:static-cloven-hoof-trace-comparison-requires-multiple-observable-features,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture].facets[facet=pasture_senses_and_marks],B,candidate
pff_pasture__grazing_risk_and_upkeep,pf_pasture,grazing_risk_and_upkeep,4,facet_risks_upkeep,supported,2,"Какие ядовитые/опасные участки как проверяемая возможность, болото, хищник, потеря животного и гроза актуальны? | Какая починка изгороди, перегон и расчистка водопоя создают maintenance variation?",Не заводить species blacklist без model.,,claim:static-ruminant-feed-b11-marked-distension-and-respiratory-distress-warrant-prompt-qualified-assessment;claim:place-outdoors-clearing-and-trace-renewal,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture].facets[facet=grazing_risk_and_upkeep],B,candidate
pff_winter_ice_crossing__ice_snow_and_load,pf_winter_ice_crossing,ice_snow_and_load,1,facet_ground,supported,3,"Какие толщина льда, снег, наледь, трещины, промоины и береговой сход меняют нагрузку и путь? | Как оттепель, ветер, течение и дневное тепло меняют условия?","Thickness, current, thaw, shore transition and load are scene state.",,claim:buoyancy-pressure-phase-change;claim:candidate-v2-near-melting-ice-has-less-strength;claim:candidate-v2-ice-or-snow-can-be-a-slip-hazard,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=winter_ice_crossing].facets[facet=ice_snow_and_load],B,candidate
pff_winter_ice_crossing__winter_travel_means,pf_winter_ice_crossing,winter_travel_means,2,facet_use_people,supported,2,"Какие пеший ход, сани, шест, верёвка, тёплая одежда и совместный переход меняют попытку? | Как различаются ребёнок, нагруженная повозка, всадник и опытный местный?",Equipment needs existing inventory.,,claim:transport-winter-sledge-1220;claim:transport-horse-sledge-equipment,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=winter_ice_crossing].facets[facet=winter_travel_means],B,candidate
pff_winter_ice_crossing__winter_perception_and_trace,pf_winter_ice_crossing,winter_perception_and_trace,3,facet_senses_traces,partial,7,"Как белизна, метель, скрип снега, дальний звук, пар дыхания и ранние сумерки влияют на orientation? | Какие следы саней, ног, полозьев, воды и животных сохраняются/заносатся?","Метель, свет и конкретные следы — scene state.","P2: qualitative snow-surface sound and visible cold-breath cues beyond the supported drift, visibility, twilight and trace-overwrite relations; ordinary scene composition may name them only when conditions support it, without exact temperature or a promised observation.",claim:candidate-v2-ice-or-snow-can-be-a-slip-hazard;claim:research-extreme-cold-can-cause-cold-stress;claim:residual-nature-snow-wind-drift-visibility;claim:place-outdoors-clearing-and-trace-renewal;claim:place-outdoors-cover-opening-and-work-visibility;claim:residual-nature-twilight-solar-afterglow;claim:sound-wind-temperature-gradients-refract,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=winter_ice_crossing].facets[facet=winter_perception_and_trace],B,candidate
pff_winter_ice_crossing__ice_hazard_and_marking,pf_winter_ice_crossing,ice_hazard_and_marking,4,facet_risks_upkeep,supported,2,"Какие провал, обморожение, потеря пути, ледяной ветер и тяжёлый груз требуют outcomes? | Какие вешки, расчистка, проверка и сезонное закрытие требуют human maintenance?",Не создавать безопасный зимник без cause.,,claim:research-extreme-cold-can-cause-cold-stress;claim:candidate-physiology-v3-drowning-respiratory-impairment,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=winter_ice_crossing].facets[facet=ice_hazard_and_marking],B,candidate
pff_field_margin__margin_form_and_drainage,pf_field_margin,margin_form_and_drainage,1,facet_ground,supported,4,"Какие межа, канава, куст, камни, трава и колея создают тонкую полосу прохода? | Как распашка, покос, дожди и repair меняют её читаемость?",Не считать границу legal fact.,,claim:terrain-parent-material-assemblage;claim:water-permeability-connected-pores;claim:place-outdoors-traffic-wet-ground-and-ruts;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin].facets[facet=margin_form_and_drainage],B,candidate
pff_field_margin__edge_use_and_material,pf_field_margin,edge_use_and_material,2,facet_use_people,supported,1,"Какие обход, сбор, короткий путь, дренажная работа, выпас и укрытие могут происходить? | Какие растения, насекомые, грызуны и птицы зависят от adjacent environments?",Не создавать resource/animal automatically.,,claim:agriculture-fauna-flax-hemp-cultivation,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin].facets[facet=edge_use_and_material],B,candidate
pff_field_margin__margin_signals,pf_field_margin,margin_signals,3,facet_senses_traces,supported,2,"Как ветер, открытый свет, запах земли, тень кустов и дальние звуки меняют perception? | Какие следы колес, сапог, зверя, стока и прополки пересекаются здесь?",Не назначать автора следов.,,claim:static-cloven-hoof-trace-comparison-requires-multiple-observable-features;claim:place-outdoors-clearing-and-trace-renewal,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin].facets[facet=margin_signals],B,candidate
pff_field_margin__margin_hazard_and_care,pf_field_margin,margin_hazard_and_care,4,facet_risks_upkeep,supported,2,"Какие падение в канаву, колючки, мокрая трава, скрытая нора и потеря груза актуальны? | Какие очистка канавы, обрезка и подсыпка меняют edge?",Maintenance требует committed work.,,claim:wet-granular-liquid-bridges-can-provide-capillary-cohesion;claim:place-outdoors-clearing-and-trace-renewal,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin].facets[facet=margin_hazard_and_care],B,candidate
pff_fishing_camp__shore_setup_and_material,pf_fishing_camp,shore_setup_and_material,1,facet_ground,supported,5,"Какие место сушки, костёр, сети, лодка, колья, разделочная поверхность и дрова могут быть нужны? | Как вода, ветер, дождь и сезон меняют возможность развернуть work?","Camp, shore form, gear and fuel are scene state.",,claim:population-fishing-workspace;claim:population-river-work;claim:practical-net-space;claim:place-outdoors-shore-working-edge-composition;claim:place-outdoors-microterrain-patches,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=fishing_camp].facets[facet=shore_setup_and_material],B,candidate
pff_fishing_camp__catch_work_and_preservation,pf_fishing_camp,catch_work_and_preservation,2,facet_use_people,supported,5,"Какие лов, сортировка, починка сети, перенос, копчение/сушка как возможные процессы требуют средств? | Как один рыбак, группа, покупатель и животное вмешиваются в flow?","Catch, workers, means and processing state need valid sources.",,claim:population-net-work;claim:practical-net-repair;claim:population-fish-dried-form;claim:research-exposed-fish-drying-depends-on-sun-heat-air-movement-and-invites-pests;claim:place-fish-smoking-preservation-depends-on-combined-smoke-drying-heat-and-optional-salt,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=fishing_camp].facets[facet=catch_work_and_preservation],B,candidate
pff_fishing_camp__camp_senses_and_traces,pf_fishing_camp,camp_senses_and_traces,3,facet_senses_traces,supported,4,"Какие дым, рыба, мокрая верёвка, чайки, плеск и огонь заметны в разное время? | Какие чешуя, угли, следы сетей, лодки и мусор могут оставаться или смываться?","Current smoke, residue and their age are scene state.",,claim:research-atmospheric-conditions-affect-smoke-transport-and-dispersion;claim:work-waste-context;claim:practical-net-dry;claim:place-outdoors-activity-sensory-pulses,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=fishing_camp].facets[facet=camp_senses_and_traces],B,candidate
pff_fishing_camp__waterwork_hazards,pf_fishing_camp,waterwork_hazards,4,facet_risks_upkeep,supported,4,"Какие крючки, ножи, холод, огонь, течение, порча улова и ночные риски требуют resolution? | Какая maintenance сетей, лодки, очага и берега меняет работу?","Water, knife, cold and boat risks depend on scene conditions.",,claim:practical-boat-leak;claim:practical-boat-shore-transfer;claim:research-fish-gutting-removes-viscera-and-blood-while-gall-bladder-damage-is-a-handling-risk;claim:place-fish-smoking-sensory-signs-do-not-establish-safety-or-storage-outcome,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=fishing_camp].facets[facet=waterwork_hazards],B,candidate
pff_dwelling_interior__hearth_smoke_and_air,pf_dwelling_interior,hearth_smoke_and_air,1,facet_ground,supported,5,"Как источник огня, топливо, проёмы и движение воздуха меняют дым, тепло, работу и риск внутри жилья?","No hearth, smoke level, fuel, occupant exposure or safe indoor condition is established. How a particular room's opening, fuel and current fire state combine remains materialized state, not an assumed ventilation result.",,claim:practical-dwelling-smoke-draft;claim:research-fire-plume-can-transfer-combustion-products-to-an-upper-layer;claim:smoke-particles-can-attenuate-light-and-reduce-visibility;claim:reconstructed-dwelling-interior-light-and-air-change-with-opening-weather-and-fuel;claim:reconstructed-dwelling-moisture-and-routine-can-leave-changeable-traces,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=dwelling_interior].facets[facet=hearth_smoke_and_air],B,candidate
pff_dwelling_interior__warmth_damp_and_weather_enclosure,pf_dwelling_interior,warmth_damp_and_weather_enclosure,2,facet_ground,supported,9,"Как крыша, стены, пол, щели, влажные вещи и уход влияют на укрытие от холода и сырости?","No actual leak, roof condition, room temperature, bedding state or successful repair follows.",,claim:practical-dwelling-rain-snow;claim:household-roof-layers-shed-water;claim:research-fuel-burning-stoves-can-add-indoor-water-vapour;claim:research-increased-ventilation-can-help-reduce-condensation;claim:reconstructed-dwelling-interior-light-and-air-change-with-opening-weather-and-fuel;claim:reconstructed-dwelling-moisture-and-routine-can-leave-changeable-traces;claim:foundations-mat-12-material-thermal-insulation-porosity;claim:reconstructed-dwelling-interior-tasks-adjust-to-space-heat-and-attention;claim:place-outdoors-means-upkeep-and-environment,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=dwelling_interior].facets[facet=warmth_damp_and_weather_enclosure],B,candidate
pff_dwelling_interior__sleep_care_and_means_variation,pf_dwelling_interior,sleep_care_and_means_variation,3,facet_use_people,supported,11,"Как сон, уход, готовка, работа и хранение делят жилое пространство при разном достатке, составе людей и погоде?","No family, guest, bed, privacy norm, available space or duty is materialized.",,claim:place-skin-oily-or-fatty-surface-film-can-reduce-evaporative-water-loss;claim:place-established-emollient-or-occlusive-skin-preparation-can-trap-moisture;claim:human-life-reception-depends-on-trust-ties-means;claim:human-life-visitors-add-resource-demands;claim:static-bedding-material-selection-depends-on-dryness-nonirritation-and-dust;claim:candidate-v5-sleep-is-basic-human-need;claim:place-outdoors-means-upkeep-and-environment;claim:place-outdoors-season-work-space-reallocation;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means;claim:reconstructed-dwelling-interior-shares-work-rest-and-passage-contextually;claim:reconstructed-dwelling-interior-tasks-adjust-to-space-heat-and-attention,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=dwelling_interior].facets[facet=sleep_care_and_means_variation],B,candidate
pff_dwelling_interior__household_biota_food_and_storage,pf_dwelling_interior,household_biota_food_and_storage,4,facet_use_people,supported,5,"Какие условия пищи, подстилки, щелей, влажности и уборки привлекают либо ограничивают обычную домашнюю биоту?","No rodent, food stock, contamination, disease, cleanliness or successful exclusion is inferred.",,claim:research-rodents-are-drawn-to-available-food-water-and-nesting-sites;claim:research-enclosing-food-and-sealing-openings-can-reduce-rodent-access;claim:food-drying-depends-on-humidity-airflow;claim:place-practical-settling-and-cloth-filtration-can-reduce-suspended-matter-not-prove-safe-water;claim:reconstructed-dwelling-shelter-food-and-care-shape-small-life-opportunity,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=dwelling_interior].facets[facet=household_biota_food_and_storage],B,candidate
pff_dwelling_interior__light_sound_trace_and_upkeep,pf_dwelling_interior,light_sound_trace_and_upkeep,5,facet_senses_traces;facet_risks_upkeep,supported,11,"Как проёмы, огонь, мебель, поверхности, ходьба и уборка меняют освещение, слышимость и бытовые следы?","No lamp, window, sound source, observed trace, maintenance work or exact time of day is created.",,claim:residual-nature-twilight-solar-afterglow;claim:sound-background-noise-masks-speech;claim:practical-dwelling-roof;claim:practical-dwelling-fuel;claim:place-outdoors-cover-opening-and-work-visibility;claim:place-outdoors-means-upkeep-and-environment;claim:place-outdoors-season-work-space-reallocation;claim:reconstructed-place-upkeep-competes-with-weather-work-and-available-means;claim:reconstructed-dwelling-interior-light-and-air-change-with-opening-weather-and-fuel;claim:reconstructed-dwelling-moisture-and-routine-can-leave-changeable-traces;claim:place-practical-wick-capillary-feed-and-exposed-length-can-affect-soot-without-a-universal-adjustment,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=dwelling_interior].facets[facet=light_sound_trace_and_upkeep],B,candidate
pff_church_interior__threshold_light_and_ordinary_objects,pf_church_interior,threshold_light_and_ordinary_objects,1,facet_ground,supported,7,"Как порог, проёмы, свечной свет, поверхности и обычная обстановка церковного интерьера задают обзор и движение?","No church, candle, candlestick, furnishing, access or actual illumination is materialized.",,claim:candle-wax-material;claim:candle-thread-wick;claim:fuel-iron-candlestick-form;claim:residual-nature-twilight-solar-afterglow;claim:place-outdoors-cover-opening-and-work-visibility;claim:reconstructed-church-interior-threshold-light-and-sound-shape-ordinary-perception;claim:reconstructed-church-interior-ordinary-presence-has-different-practical-paths,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=church_interior].facets[facet=threshold_light_and_ordinary_objects],B,candidate
pff_church_interior__voice_sound_and_formal_interaction,pf_church_interior,voice_sound_and_formal_interaction,2,facet_senses_traces,supported,6,"Как голоса, отражения звука, служба, толпа и положение внутри меняют слышимость и обычное взаимодействие?","No speaker, congregation, ritual, message, authority or hearing outcome follows. No fixed liturgy or universal acoustic design is required; scene-specific audibility still needs actual geometry and attendance.",,claim:public-world-church-and-official-speech-can-be-marked;claim:sound-background-noise-masks-speech;claim:sound-reflections-arrive-after-direct-path;claim:foundations-physical-b2-snd-04-sound-reflection-surface;claim:reconstructed-church-interior-threshold-light-and-sound-shape-ordinary-perception;claim:reconstructed-church-interior-ordinary-presence-has-different-practical-paths,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=church_interior].facets[facet=voice_sound_and_formal_interaction],B,candidate
pff_church_interior__smoke_wax_fire_and_air,pf_church_interior,smoke_wax_fire_and_air,3,facet_senses_traces;facet_risks_upkeep,partial,9,"Как горение свечей, дым, воск, движение воздуха и уход влияют на видимость, следы и пожарные риски?","No lit flame, incense, soot, fire, smoke dose, injury or suppression result is established.","Interior-specific relation of candle/incense-like smoke, airflow, soot and maintenance, without treating all church haze as the same process.",claim:candle-wax-material;claim:candle-thread-wick;claim:place-practical-wick-capillary-feed-and-exposed-length-can-affect-soot-without-a-universal-adjustment;claim:research-fire-plume-can-transfer-combustion-products-to-an-upper-layer;claim:smoke-particles-can-attenuate-light-and-reduce-visibility;claim:water-can-cool-class-a-fire-fuel-and-flame;claim:reconstructed-church-interior-threshold-light-and-sound-shape-ordinary-perception;claim:reconstructed-dwelling-moisture-and-routine-can-leave-changeable-traces;claim:reconstructed-churchyard-weather-foot-traffic-and-care-alter-observable-traces,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=church_interior].facets[facet=smoke_wax_fire_and_air],B,candidate
pff_church_interior__people_roles_and_care,pf_church_interior,people_roles_and_care,4,facet_use_people,supported,5,"Как посетители, служители и работники используют вход, проходы и места ожидания при разных работах, сезонах и степени ухода?","No named cleric, schedule, feast, jurisdiction, rule, entry right or current activity follows.",,claim:religion-olenin-church-people;claim:social-priest-fragment-relates-office-address;claim:historical-xiii-century-church-monthbook-associates-days-with-commemorations;claim:reconstructed-church-interior-threshold-light-and-sound-shape-ordinary-perception;claim:reconstructed-church-interior-ordinary-presence-has-different-practical-paths,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=church_interior].facets[facet=people_roles_and_care],B,candidate
pff_church_interior__surfaces_traces_weather_and_upkeep,pf_church_interior,surfaces_traces_weather_and_upkeep,5,facet_risks_upkeep,supported,3,"Как грязь, снег, мокрая обувь, капли воска, износ и уборка меняют опору ног и наблюдаемые следы в помещении?","The lack of this relation does not permit inventing floor material, upkeep, crowding, slip result or building state.",,claim:reconstructed-church-interior-threshold-light-and-sound-shape-ordinary-perception;claim:reconstructed-dwelling-moisture-and-routine-can-leave-changeable-traces;claim:reconstructed-churchyard-weather-foot-traffic-and-care-alter-observable-traces,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=church_interior].facets[facet=surfaces_traces_weather_and_upkeep],B,candidate
