item_id,name_ru,category,subcategory,description_ru,who_used,social_scope,military_scope,period_from,period_to,materials,construction,dimensions,weight_if_known,wear_and_condition,historical_confidence,evidence_basis,source_ids,anachronism_risk,do_not_confuse_with,generation_policy
MIL0033,Сигнальный рог,military_equipment,"поясное, стрелковое и походное снаряжение","Полый животный рог с обработанным мундштуком; мог использоваться на охоте, в пути и для сигнала, но конкретная военная функция контекстна.","дружина, ополчение, обоз",военные и обслуживающие,походное обеспечение,1180,1260,"рог, возможно металлическая окантовка/ремень",очищенный и просверленный рог,20–60 см,точно не установлена; не нормировать без конкретной находки,"грязь, масло, ремонт, дорожная потёртость",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC036"",""SRC037"",""SRC038"",""SRC061"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
HNT0001,Охотничья стрела с тупым наконечником,hunting,arrow_hunting,"Охотничья стрела с тупым наконечником. Функция: оглушение птицы/мелкой дичи и сохранение шкуры. Конструктивно: древко с утолщённым тупым наконечником. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.","охотники, промысловики, дружинники",профессиональный и сезонный промысел,часть оружия общая с военным,1180,1260,"дерево, кость/дерево",древко с утолщённым тупым наконечником,по стреле,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC040"",""SRC045"",""SRC046"",""SRC037""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,резиновым наконечником,safe_with_constraints
HNT0002,Охотничья стрела с широким наконечником,hunting,arrow_hunting,"Охотничья стрела с широким наконечником. Функция: добыча среднего/крупного зверя. Конструктивно: стрела с широколезвийным черешковым/втульчатым наконечником. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.","охотники, промысловики, дружинники",профессиональный и сезонный промысел,часть оружия общая с военным,1180,1260,"дерево, железо, перо",стрела с широколезвийным черешковым/втульчатым наконечником,по комплекту,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",A,"Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экземпляром.","[""SRC040"",""SRC045"",""SRC046"",""SRC037""]","средний: опасность главным образом в позднем декоре, слишком новом состоянии и неверном масштабе",современным охотничьим broadhead,safe_with_record_specific_reference
HNT0003,Охотничий лук простой,hunting,bow_hunting,"Охотничий лук простой. Функция: добыча птицы и зверя. Конструктивно: цельнодеревянный лук умеренного размера; форма по северорусскому аналогу. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.","охотники, промысловики, дружинники",профессиональный и сезонный промысел,часть оружия общая с военным,1180,1260,"дерево, тетива, стрелы",цельнодеревянный лук умеренного размера; форма по северорусскому аналогу,"по охотнику, без точной нормы",точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC040"",""SRC045"",""SRC046"",""SRC037""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,современным рекурсивным луком,safe_with_constraints
HNT0004,Манок деревянный/костяной,hunting,decoy_call,"Манок деревянный/костяной. Функция: подражание голосу птицы/зверя. Конструктивно: небольшой свисток/трубочка с каналом. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.","охотники, промысловики, дружинники",профессиональный и сезонный промысел,часть оружия общая с военным,1180,1260,дерево/кость,небольшой свисток/трубочка с каналом,ладонный размер,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC005""]",высокий: нужен конкретный референс и явная маркировка реконструкции,современным пластмассовым манком,reference_required
HNT0005,Охотничье копьё/рогатина,hunting,hunting_spear,"Охотничье копьё. Функция: добивание зверя и защита. Конструктивно: прочное древко с ланцетовидным/листовидным наконечником. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.","охотники, промысловики, дружинники",профессиональный и сезонный промысел,часть оружия общая с военным,1180,1260,"железо/сталь, дерево",прочное древко с ланцетовидным/листовидным наконечником,около 1.8–2.5 м,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC035""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,африканским ассегаем или поздней рогатиной,safe_with_constraints
HNT0006,Рожок охотничий простой,hunting,signal_horn,"Рожок охотничий простой. Функция: сигнал охотникам и собакам. Конструктивно: очищенный полый рог с обрезанным концом и отверстием; декоративные оковки только по находке. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.","охотники, промысловики, дружинники",профессиональный и сезонный промысел,часть оружия общая с военным,1180,1260,"рог животного, ремень",очищенный полый рог с обрезанным концом и отверстием; декоративные оковки только по находке,ручной размер,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,латунным валторновым рожком,safe_with_constraints
HNT0007,Петля на зайца,hunting,snare,"Петля на зайца. Функция: лов мелкого зверя. Конструктивно: петля на тропе с простым креплением. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.","охотники, промысловики, дружинники",профессиональный и сезонный промысел,часть оружия общая с военным,1180,1260,растительный шнур/тонкий ремень,петля на тропе с простым креплением,по тропе,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC040"",""SRC045"",""SRC046"",""SRC037""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,современным капканом,safe_with_constraints
HNT0008,Силка из верёвки/волоса,hunting,snare,"Силок из растительного шнура. Функция: лов птицы и мелкого зверя. Конструктивно: затягивающаяся петля, закреплённая на колышке/ветке. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.","охотники, промысловики, дружинники",профессиональный и сезонный промысел,часть оружия общая с военным,1180,1260,лён/конопля/лыко/конский волос,"затягивающаяся петля, закреплённая на колышке/ветке","малый, по добыче",точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC040"",""SRC045"",""SRC046"",""SRC037""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,стальным тросовым силком,safe_with_constraints
HNT0009,Пружок/самолов деревянный,hunting,trap,"Пружок/самолов деревянный. Функция: пассивный лов мелкого зверя. Конструктивно: гибкая жердь/рычаг и петля; конкретная схема реконструктивна. Для генерации следует сохранять ручную технологию, неровность материала и регионально-историческую простоту формы.","охотники, промысловики, дружинники",профессиональный и сезонный промысел,часть оружия общая с военным,1180,1260,"дерево, шнур, приманка",гибкая жердь/рычаг и петля; конкретная схема реконструктивна,локальный лесной механизм,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC040"",""SRC045"",""SRC046"",""SRC037""]",высокий: нужен конкретный референс и явная маркировка реконструкции,металлическим пружинным капканом,reference_required
HNT0010,Бобровая шкура,hunting,"охотничьи снасти, промысел и дикие животные",Крупная плоская шкура с густым мехом и следами первичной обработки; важный дорогой товар.,"охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1180,1260,мех/кожа бобра,"снята, очищена и высушена",по животному,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",A,"Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экземпляром.","[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC072""]","средний: опасность главным образом в позднем декоре, слишком новом состоянии и неверном масштабе",поздними этнографическими и неосредневековыми формами той же функции,safe_with_record_specific_reference
HNT0011,Клетка для живой птицы/приманки,hunting,"охотничьи снасти, промысел и дикие животные",Небольшая решётчатая клетка из тонких прутьев/реек; точная форма реконструктивна.,"охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1180,1260,"прутья, дерево, лыко",решётчатый короб с дверцей,по птице,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC005""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
HNT0012,Кожаный поводок охотничьей собаки,hunting,"охотничьи снасти, промысел и дикие животные",Прочный ремень или плетёная верёвка с петлёй/простым карабином отсутствует; крепление узлом или кольцом.,"охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1180,1260,"кожа/верёвка, железное кольцо",ремень с петлёй,1–2 м,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC061"",""SRC084"",""SRC040"",""SRC045"",""SRC046"",""SRC037""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
HNT0013,Ловчая птица на перчатке — элитная практика,hunting,"охотничьи снасти, промысел и дикие животные","Ястреб/сокол с кожаными путцами и ремешком; соколиная охота известна элитам, но конкретная новгородская экипировка около 1230 требует источника.","охотники, промысловики, дружинники",княжеский/боярский двор,часть оружия совпадает с боевым,1180,1260,"живая птица, кожа путц/клобучка при наличии",дрессировка и минимальная ременная оснастка,по виду птицы,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC008""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
HNT0014,Нож для свежевания,hunting,"охотничьи снасти, промысел и дикие животные","Обычный острый однолезвийный нож с удобной рукоятью, используемый для снятия шкуры; не специализированный современный скиннер.","охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1180,1260,"железо/сталь, дерево/кость, кожа ножен",кованый клинок с хвостовиком,клинок примерно 10–20 см,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",A,"Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экземпляром.","[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC032""]","средний: опасность главным образом в позднем декоре, слишком новом состоянии и неверном масштабе",поздними этнографическими и неосредневековыми формами той же функции,safe_with_record_specific_reference
HNT0015,Охотничья сеть,hunting,"охотничьи снасти, промысел и дикие животные",Крупноячеистое сетное полотно для загонной охоты или ловли птицы; точная конструкция зависит от добычи.,"охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1180,1260,"растительное волокно, колья, верёвки",узловая сеть на опорах,несколько–десятки метров,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC025"",""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC008""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
HNT0016,Поперечина на охотничьем копье — осторожная реконструкция,hunting,"охотничьи снасти, промысел и дикие животные","Короткий ограничитель у основания пера, мешающий зверю продвигаться по древку; широко известен позднее, поэтому для 1230 нужен конкретный аналог.","охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1180,1260,железо или дерево,поперечная перекладина у втулки,десятки сантиметров,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC035""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
HNT0017,Промысловые ручные сани,hunting,"охотничьи снасти, промысел и дикие животные","Малые сани для туши, шкур, ловушек и припасов.","охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1180,1260,"дерево, верёвка",два полоза и низкая платформа,на тягу человеком или собакой/лошадью по контексту,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC039"",""SRC084"",""SRC040"",""SRC045"",""SRC046"",""SRC037""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
HNT0018,Пружинная петля на согнутом деревце,hunting,"охотничьи снасти, промысел и дикие животные","Силка, натягиваемая упругим молодым стволом и срабатывающая от сторожка.","охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1180,1260,"дерево, верёвка, колышки","гибкая жердь, спусковой сторожок и петля",по цели,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC040"",""SRC045"",""SRC046"",""SRC037""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
HNT0019,Птичья сеть,hunting,"охотничьи снасти, промысел и дикие животные","Тонкая лёгкая сеть, натянутая в месте пролёта или над приманкой.","охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1180,1260,"тонкая льняная/конопляная нить, жерди",мелкоячеистое сетное полотно,по месту,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC025"",""SRC040"",""SRC045"",""SRC046"",""SRC037""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
HNT0020,Рама для растяжки шкуры,hunting,"охотничьи снасти, промысел и дикие животные","Прямоугольная/овальная рама из жердей, к которой шкура привязана по краям для сушки.","охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1180,1260,"жерди, верёвки",связанная рама и ряд привязей,по зверю,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",B,Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв.,"[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC072""]",средне-высокий: без референса генератор часто подменяет форму позднесредневековой или этнографической,поздними этнографическими и неосредневековыми формами той же функции,safe_with_constraints
HNT0021,Связка пушных шкур,hunting,"охотничьи снасти, промысел и дикие животные","Высушенные шкурки белки, куницы или другого пушного зверя, сложенные/связанные мехом внутрь или наружу по торговой практике.","охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1180,1260,"выделанный/сушёный мех, верёвка",пакет/связка,по виду и счёту,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",A,"Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экземпляром.","[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC072"",""SRC050""]","средний: опасность главным образом в позднем декоре, слишком новом состоянии и неверном масштабе",поздними этнографическими и неосредневековыми формами той же функции,safe_with_record_specific_reference
HNT0022,Современный стальной капкан с пружинами,hunting,"охотничьи снасти, промысел и дикие животные",Нововременный фабричный челюстной капкан; не должен автоматически появляться в XIII веке.,"охотники, промысловики, дружинники","сельские промысловики, горожане-охотники и элитная охота",часть оружия совпадает с боевым,1600,2000,сталь,пружинные челюсти,современный,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC040"",""SRC045"",""SRC046"",""SRC037""]",критический: не использовать автоматически,поздними этнографическими и неосредневековыми формами той же функции,research_only
HNT0023,Давящий самолов/плашка,hunting,промысловое и охотничье снаряжение,"Простая ловушка, где тяжёлое бревно/плита удерживается насторожкой и падает на зверя; конкретная конструкция плохо сохраняется.","охотники, промысловики, сельские жители и дружинники",профессиональный и хозяйственный,часть оружия совпадает с боевым,1180,1260,"брёвна, жерди, верёвка",взвешенный элемент и чувствительная насторожка,по добыче,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",C,"Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью.","[""SRC040"",""SRC045"",""SRC046"",""SRC037""]",высокий: нужен конкретный референс и явная маркировка реконструкции,поздними этнографическими и неосредневековыми формами той же функции,reference_required
HNT0024,Железный капкан — спорная форма,hunting,промысловое и охотничье снаряжение,Пружинная металлическая ловушка позднего привычного вида не должна автоматически переноситься в 1230; возможные ранние железные ловушки требуют конкретной публикации.,"охотники, промысловики, сельские жители и дружинники",профессиональный и хозяйственный,часть оружия совпадает с боевым,1180,1260,железо,не задаётся без находки,не задаётся,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC040"",""SRC045"",""SRC046"",""SRC037""]",критический: не использовать автоматически,поздними этнографическими и неосредневековыми формами той же функции,research_only
HNT0025,Охотничий нож,hunting,промысловое и охотничье снаряжение,"Крепкий универсальный нож для снятия шкуры, разделки и лагерных работ; не отдельный современный «охотничий» дизайн.","охотники, промысловики, сельские жители и дружинники",профессиональный и хозяйственный,часть оружия совпадает с боевым,1180,1260,"железо/сталь, дерево/кость, кожа","однолезвийный клинок, насадная рукоять, сшитые ножны",клинок примерно 12–22 см,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",A,"Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экземпляром.","[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC032""]","средний: опасность главным образом в позднем декоре, слишком новом состоянии и неверном масштабе",поздними этнографическими и неосредневековыми формами той же функции,safe_with_record_specific_reference
HNT0026,Охотничья лыжа,hunting,промысловое и охотничье снаряжение,Длинные деревянные лыжи с приподнятым носком и простым ременным креплением; форма по новгородским деревянным находкам.,"охотники, промысловики, сельские жители и дружинники",профессиональный и хозяйственный,часть оружия совпадает с боевым,1180,1260,"дерево, кожа/лыко","вытесанная доска, загнутый нос, петля/ремень для стопы","примерно 1.5–2.5 м, ширина по типу",точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",A,"Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экземпляром.","[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC005""]","средний: опасность главным образом в позднем декоре, слишком новом состоянии и неверном масштабе",поздними этнографическими и неосредневековыми формами той же функции,safe_with_record_specific_reference
HNT0027,Скребок для мездрения шкуры,hunting,промысловое и охотничье снаряжение,Железный или костяной инструмент с тупо-острой рабочей кромкой для мездрения; форма пересекается с кожевенным ремеслом.,"охотники, промысловики, сельские жители и дружинники",профессиональный и хозяйственный,часть оружия совпадает с боевым,1180,1260,"железо/кость, дерево",рабочая пластина/лезвие на рукояти или двуручное,ручной,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",A,"Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экземпляром.","[""SRC040"",""SRC045"",""SRC046"",""SRC037"",""SRC032""]","средний: опасность главным образом в позднем декоре, слишком новом состоянии и неверном масштабе",поздними этнографическими и неосредневековыми формами той же функции,safe_with_record_specific_reference
HNT0028,Снегоступы — спорная региональная реконструкция,hunting,промысловое и охотничье снаряжение,"Рамное/плетёное приспособление для рыхлого снега возможно у отдельных северных/финно-угорских групп, но не должно быть обычным новгородским предметом без источника.","охотники, промысловики, сельские жители и дружинники",профессиональный и хозяйственный,часть оружия совпадает с боевым,1180,1260,"дерево, прутья, ремни",рамка с плетением,по стопе,точно не установлена; не нормировать без конкретной находки,"смола, снег, заточка, ремонт",D,Спорно. Хранится только как исследовательская гипотеза и не должно автоматически попадать в генерацию.,"[""SRC040"",""SRC045"",""SRC046"",""SRC037""]",критический: не использовать автоматически,поздними этнографическими и неосредневековыми формами той же функции,research_only
