npt_id,g4_ref,g4_short,layer,season_period,condition,requires,channel,clear_text,partial_text,loudness,member_ref,layer_class,source_refs,confidence,status
npt_west_hidden_backwater__weather__spring__wx_precip_steady__rain,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,spring,wx_precip_steady,weather_state=wx_precip_steady; precipitation_phase=rain,visual,"Идёт затяжной дождь, ровный и холодный. Над водой всё скрыто серой завесой.",Идёт дождь.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_steady__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__spring__wx_convective_storm__rain,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,spring,wx_convective_storm,weather_state=wx_convective_storm; precipitation_phase=rain,visual,"Налетела гроза: гремит, хлещет ливень, небо то и дело рвут вспышки. Над водой всё скрыто серой завесой.",Гроза и ливень.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_convective_storm__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__spring__wx_windy_dry__none,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,spring,wx_windy_dry,weather_state=wx_windy_dry; precipitation_phase=none,visual,"Дует сильный ветер, гнёт траву и рвёт одежду. Над открытой водой ветер сильнее, гонит рябь.",Сильный ветер.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_dry__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__spring__wx_windy_precip__snow,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,spring,wx_windy_precip,weather_state=wx_windy_precip; precipitation_phase=snow,visual,"Метёт метель: снег несёт сбоку, следы заметает на глазах. Над открытой водой ветер сильнее, гонит рябь.","Метель, ничего не видно.",,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_precip__snow|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__spring__wx_windy_precip__sleet,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,spring,wx_windy_precip,weather_state=wx_windy_precip; precipitation_phase=sleet,visual,"Ветер швыряет мокрый снег с дождём прямо в лицо. Над открытой водой ветер сильнее, гонит рябь.",Мокрая буря.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_precip__sleet|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__spring__wx_windy_precip__rain,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,spring,wx_windy_precip,weather_state=wx_windy_precip; precipitation_phase=rain,visual,"Ветер гонит косой дождь, вода бьёт в лицо. Над открытой водой ветер сильнее, гонит рябь.",Ветер и дождь.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_precip__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__audible_context__spring__ice_breaking,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,audible_context,spring,ice_breaking,water_condition=ice_breaking,acoustic,"Стоит гул и скрежет идущего льда, вода шумит у берега.",Доносится гул.,3,,water_movement_wind_and_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/audible_context|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|pr98:data/world-catalogs/novgorod/m2c-acoustic/approved/spatial_v3_g6_acoustic_baselines.json|pr98:data/world-catalogs/novgorod/m2c-natural-presentation/candidate.json,C,candidate
npt_west_hidden_backwater__audible_context__spring__high_water,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,audible_context,spring,high_water,water_condition=high_water,acoustic,Вода шумит и плещет у затопленных кустов.,Доносится шум воды.,2,,water_movement_wind_and_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/audible_context|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|pr98:data/world-catalogs/novgorod/m2c-acoustic/approved/spatial_v3_g6_acoustic_baselines.json|pr98:data/world-catalogs/novgorod/m2c-natural-presentation/candidate.json,C,candidate
npt_west_hidden_backwater__surface__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,surface,summer,default,,visual,Под ногами серый речной ил вперемешку с песком; ближе к воде он темнее и мягче.,Под ногами сырой грунт.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/surface|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_west_hidden_backwater__relief__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,relief,summer,default,,visual,"Берег низкий, почти вровень с водой.",Берег низкий.,,,bank_low,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/relief|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_west_hidden_backwater__water_body__summer__open,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,water_body,summer,open,water_condition=open,visual,"Заводь стоит тихо, вода в ней тёмная, почти без течения.",Различима тихая вода.,,,backwater,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/water_body|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_west_hidden_backwater__bank_structure__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,bank_structure,summer,default,,visual,"Берег спускается к воде пологой илистой кромкой, на ней видны старые наносы.",Различима кромка берега.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/bank_structure|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_west_hidden_backwater__tree_layer__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,tree_layer,summer,default,,visual,Там и тут поднимаются отдельные деревья в полной листве; среди них ивы.,Различимы очертания деревьев.,,,scattered_tree_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/tree_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json,C,candidate
npt_west_hidden_backwater__shrub_layer__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,shrub_layer,summer,default,,visual,"Нижний ярус зарос густым кустарником, за ним ничего не видно.",Различим кустарник.,,,shrub_or_understory,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/shrub_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_west_hidden_backwater__ground_cover__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,ground_cover,summer,default,,visual,"Землю затянули высокая трава, осока и мелкий кустарник.",Различима трава.,,,grass_sedge_and_shrub_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/ground_cover|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_west_hidden_backwater__riparian_vegetation__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,riparian_vegetation,summer,default,,visual,У воды тянется полоса густой прибрежной зелени. У самой воды — ивовые кусты.,У воды различима зелень.,,,generic_riparian_or_wetland_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/riparian_vegetation|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_west_hidden_backwater__natural_materials__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,natural_materials,summer,default,,visual,"На земле видны полосы ила с песком, прошлогодняя ветошь осоки и сучья с мелкими ветками.",На земле что-то лежит.,,,alluvial_silt_mud+grass_sedge_litter+small_woody_debris,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/natural_materials|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_west_hidden_backwater__seasonal_state__summer__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,seasonal_state,summer,default,,visual,"Лето: вода спокойная, берега подсохли.",Летнее место.,,,water,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/seasonal_state|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_west_hidden_backwater__light__summer__default__civil_dawn,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,light,summer,default,light_phase=civil_dawn,visual,"Уже светло, хотя солнце ещё не встало.",Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_west_hidden_backwater__light__summer__default__daylight,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,light,summer,default,light_phase=daylight,visual,"Солнце высоко, свет яркий и долгий. Свет пятнами пробивается между деревьями.",Светло.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_west_hidden_backwater__light__summer__default__civil_dusk,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,light,summer,default,light_phase=civil_dusk,visual,"Солнце село, но светло почти как днём.",Сумеречно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_west_hidden_backwater__light__summer__light_night__night,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,light,summer,light_night,light_phase=night; light_profile.light_night=true,visual,Ночь светлая: край неба не гаснет до утра.,Темно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_west_hidden_backwater__light__summer__dark_night__night,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,light,summer,dark_night,light_phase=night; light_profile.light_night=false,visual,Ночь короткая; темно лишь в глухие часы.,Темно.,,,semi_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/light|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|main:data/world-catalogs/novgorod/temporal-v4/datasets/calendar_daylight_light_profiles.json|game-base-v1/nature-materials-weather/weather_climate/light_profile_by_month.csv,C,candidate
npt_west_hidden_backwater__weather__summer__wx_clear__none,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,summer,wx_clear,weather_state=wx_clear; precipitation_phase=none,visual,"Небо чистое, ветра почти нет.",Ясно.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_clear__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__summer__wx_partly_cloudy__none,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,summer,wx_partly_cloudy,weather_state=wx_partly_cloudy; precipitation_phase=none,visual,"По небу идут облака, солнце то прячется, то выходит.",Облачно.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_partly_cloudy__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__summer__wx_overcast__none,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,summer,wx_overcast,weather_state=wx_overcast; precipitation_phase=none,visual,"Небо затянуто ровной серой пеленой, но сухо.",Пасмурно.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_overcast__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__summer__wx_fog__none,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,summer,wx_fog,weather_state=wx_fog; precipitation_phase=none,visual,Лёг туман; в нескольких шагах всё расплывается. Над водой туман особенно густ.,"Туман, почти ничего не видно.",,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_fog__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__summer__wx_precip_light__rain,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,summer,wx_precip_light,weather_state=wx_precip_light; precipitation_phase=rain,visual,Моросит мелкий дождь. Над водой всё скрыто серой завесой.,Моросит.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_light__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__summer__wx_precip_steady__rain,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,summer,wx_precip_steady,weather_state=wx_precip_steady; precipitation_phase=rain,visual,"Идёт затяжной дождь, ровный и холодный. Над водой всё скрыто серой завесой.",Идёт дождь.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_precip_steady__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__summer__wx_convective_storm__rain,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,summer,wx_convective_storm,weather_state=wx_convective_storm; precipitation_phase=rain,visual,"Налетела гроза: гремит, хлещет ливень, небо то и дело рвут вспышки. Над водой всё скрыто серой завесой.",Гроза и ливень.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_convective_storm__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__summer__wx_windy_dry__none,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,summer,wx_windy_dry,weather_state=wx_windy_dry; precipitation_phase=none,visual,"Дует сильный ветер, гнёт траву и рвёт одежду. Над открытой водой ветер сильнее, гонит рябь.",Сильный ветер.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_dry__none|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__weather__summer__wx_windy_precip__rain,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,weather,summer,wx_windy_precip,weather_state=wx_windy_precip; precipitation_phase=rain,visual,"Ветер гонит косой дождь, вода бьёт в лицо. Над открытой водой ветер сильнее, гонит рябь.",Ветер и дождь.,,,water_open,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/weather|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/realized_weather_matrix.csv#wxr_windy_precip__rain|game-base-v1/nature-materials-weather/weather_climate/local_landscape_modifiers.csv,C,candidate
npt_west_hidden_backwater__audible_context__summer__open,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,audible_context,summer,open,water_condition=open,acoustic,"Слышно, как течёт вода и шелестит прибрежная зелень.",Доносится неясный шум.,1,,water_movement_wind_and_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/audible_context|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|pr98:data/world-catalogs/novgorod/m2c-acoustic/approved/spatial_v3_g6_acoustic_baselines.json|pr98:data/world-catalogs/novgorod/m2c-natural-presentation/candidate.json,C,candidate
npt_west_hidden_backwater__surface__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,surface,autumn,default,,visual,Размокший ил блестит от сырости и липнет к обуви.,Под ногами сырая грязь.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/surface|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_west_hidden_backwater__relief__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,relief,autumn,default,,visual,"Берег низкий, почти вровень с водой.",Берег низкий.,,,bank_low,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/relief|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_west_hidden_backwater__water_body__autumn__open,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,water_body,autumn,open,water_condition=open,visual,"Тёмная заводь неподвижна, на воде лежат листья и сор.",Различима тихая вода.,,,backwater,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/water_body|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_west_hidden_backwater__water_body__autumn__ice_forming,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,water_body,autumn,ice_forming,water_condition=ice_forming,visual,Заводь первой взялась льдом — гладким и прозрачным у берега.,Различим тонкий лёд.,,,backwater,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/water_body|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|game-base-v1/nature-materials-weather/weather_climate/seasonal_phenomena.csv,C,candidate
npt_west_hidden_backwater__bank_structure__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,bank_structure,autumn,default,,visual,Мокрая илистая кромка берега размята и скользка.,Различима кромка берега.,,,alluvial_silt_mud,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/bank_structure|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_west_hidden_backwater__tree_layer__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,tree_layer,autumn,default,,visual,Отдельные деревья роняют пожелтевший лист; среди них ивы.,Различимы очертания деревьев.,,,scattered_tree_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/tree_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial)|wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json,C,candidate
npt_west_hidden_backwater__shrub_layer__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,shrub_layer,autumn,default,,visual,"Кустарник облетает, сквозь ветки проглядывает земля.",Различим кустарник.,,,shrub_or_understory,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/shrub_layer|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
npt_west_hidden_backwater__ground_cover__autumn__default,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,ground_cover,autumn,default,,visual,"Трава и осока пожухли, полегли и намокли.",Различима пожухлая трава.,,,grass_sedge_and_shrub_cover,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater/ground_cover|game-base-v1/nature-materials-weather/natural_presentation_texts/authoring/lexicon.mjs (editorial),C,candidate
