step_id,ds_id,step_no,action_ru,input_fd_ids,tool_ids,vessel_ids,duration,heat,result_state,source_refs,confidence,status
st_rst000922,ds_salt_fish_dry_method,1,Использовать свежую потрошёную рыбу; крупную раскрыть или разделить.,"[""fd_fish_gutted""]","[""FSH0002""]","[""FSH0028""]",10–30 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000922""]",A,candidate
st_rst000923,ds_salt_fish_dry_method,2,"Натереть солью; точная норма хранится как реконструктивный диапазон, а не исторический рецепт.","[""fd_fish_gutted"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",5–20 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000923""]",A,candidate
st_rst000924,ds_salt_fish_dry_method,3,"Уложить слоями в кадку или бочку, при необходимости пересыпая солью.","[""fd_fish_gutted"", ""fd_salt_coarse""]",[],"[""FSH0017"", ""HOU0024""]",10–60 min,none,packed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000924""]",A,candidate
st_rst000925,ds_salt_fish_dry_method,4,"Прижать чистым гнётом, если это соответствует выбранной таре и форме рыбы.","[""fd_fish_gutted""]",[],"[""TRD0024""]",1–5 min,none,pressed,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000925""]",A,candidate
st_rst000926,ds_salt_fish_dry_method,5,Держать в прохладном месте до просола и дальнейшего хранения.,"[""fd_fish_gutted""]",[],"[""FSH0017""]",days to weeks,cool_storage,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000926""]",A,candidate
st_rst000927,ds_salt_fish_dry_method,6,Перед употреблением оценить состояние и при необходимости вымочить и приготовить.,"[""fd_fish_salted"", ""fd_water_well""]",[],"[""POT0021""]",hours,none,ready_for_cooking,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000927""]",A,candidate
st_rst000928,ds_salt_fish_brine_method,1,Подготовить свежую потрошёную рыбу.,"[""fd_fish_gutted""]","[""FSH0002""]","[""FSH0028""]",10–30 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000928""]",C,candidate
st_rst000929,ds_salt_fish_brine_method,2,Растворить соль в воде; историческая концентрация неизвестна.,"[""fd_salt_coarse"", ""fd_water_well""]","[""POT0002""]","[""FSH0017""]",5–20 min,none,brine,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000929""]",C,candidate
st_rst000930,ds_salt_fish_brine_method,3,Полностью погрузить рыбу в рассол и удерживать под жидкостью.,"[""fd_fish_gutted"", ""fd_fish_brine_fresh""]",[],"[""FSH0017"", ""TRD0024""]",days,cool_storage,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000930""]",C,candidate
st_rst000931,ds_salt_fish_brine_method,4,Хранить в прохладе и отвергать продукт с гнилостным запахом или слизью.,"[""fd_fish_salted""]",[],"[""FSH0017""]",ongoing,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000931""]",C,candidate
st_rst000932,ds_light_salt_fish,1,Подготовить свежую рыбу.,"[""fd_fish_gutted""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000932""]",A,candidate
st_rst000933,ds_light_salt_fish,2,"Нанести меньше соли, чем при длительном хранении; точная норма неизвестна.","[""fd_fish_gutted"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",5–15 min,none,lightly_salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000933""]",A,candidate
st_rst000934,ds_light_salt_fish,3,Держать кратко в холоде и затем готовить или употреблять только по безопасной современной схеме.,"[""fd_fish_lightly_salted""]",[],"[""FSH0017""]",hours to days,cool_storage,ready_for_cooking,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000934""]",A,candidate
st_rst000935,ds_dry_fish_air,1,Подготовить свежую потрошёную рыбу; крупную раскрыть.,"[""fd_fish_gutted""]","[""FSH0002""]","[""FSH0028""]",10–30 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000935""]",A,candidate
st_rst000936,ds_dry_fish_air,2,При наличии соли слегка посолить; сушение и посол не смешиваются в одну обязательную формулу.,"[""fd_fish_gutted"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",5–20 min,none,optional_salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000936""]",A,candidate
st_rst000937,ds_dry_fish_air,3,Подвесить на раме или жерди в прохладном сухом проветриваемом месте.,"[""fd_fish_drying_body""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000937""]",A,candidate
st_rst000938,ds_dry_fish_air,4,"Защитить от дождя, насекомых, птиц и грязи.","[""fd_fish_drying_body""]",[],"[""FSH0003""]",ongoing,none,protected,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000938""]",A,candidate
st_rst000939,ds_dry_fish_air,5,Снять после устойчивого высыхания и хранить сухо.,"[""fd_fish_dried""]",[],"[""HOU0015""]",weeks to months,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000939""]",A,candidate
st_rst000940,ds_smoke_fish_deliberate_cautious,1,Подготовить и при необходимости слегка посолить рыбу.,"[""fd_fish_gutted"", ""fd_salt_coarse""]","[""FSH0002""]","[""FSH0028""]",10–30 min,none,prepared,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000940""]",C,candidate
st_rst000941,ds_smoke_fish_deliberate_cautious,2,Развести тлеющий дымный огонь в подходящем отдельно подтверждённом хозяйственном контексте.,[],[],"[""INT0044""]",30–90 min,smoldering_fire,smoke_ready,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000941""]",C,candidate
st_rst000942,ds_smoke_fish_deliberate_cautious,3,"Подвесить рыбу так, чтобы дым воздействовал без прямого пламени и сильного загрязнения.","[""fd_fish_gutted""]","[""HOU0018""]","[""INT0011""]",hours,smoke,smoked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000942""]",C,candidate
st_rst000943,ds_smoke_fish_deliberate_cautious,4,Отличать намеренное копчение от случайного закопчения в жилой печи.,"[""fd_fish_smoked_uncertain""]",[],"[""HOU0015""]",inspection,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000943""]",C,candidate
st_rst000944,ds_salt_roe_cautious,1,Отделить свежую икру только от пригодной рыбы.,"[""fd_fish_roe_fresh""]","[""FSH0002""]","[""POT0015""]",5–15 min,none,separated,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000944""]",C,candidate
st_rst000945,ds_salt_roe_cautious,2,Добавить соль реконструктивного количества и перемешать.,"[""fd_fish_roe_fresh"", ""fd_salt_coarse""]","[""POT0002""]","[""POT0015""]",1–5 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000945""]",C,candidate
st_rst000946,ds_salt_roe_cautious,3,Хранить кратко в холоде; длительное хранение не предполагается без более сильного основания.,"[""fd_fish_roe_salted_uncertain""]",[],"[""HOU0025""]",hours to days,cool_storage,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000946""]",C,candidate
st_rst000947,ds_pike_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_pike""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000947""]",C,candidate
st_rst000948,ds_pike_salted,2,Натереть солью и уложить в кадку.,"[""fd_pike"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000948""]",C,candidate
st_rst000949,ds_pike_salted,3,Держать в прохладе до просола.,"[""fd_pike""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000949""]",C,candidate
st_rst000950,ds_pike_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_pike""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000950""]",C,candidate
st_rst000951,ds_pike_dried,2,Подвесить на раме или жерди.,"[""fd_pike""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000951""]",C,candidate
st_rst000952,ds_pike_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_pike""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000952""]",C,candidate
st_rst000953,ds_zander_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_zander""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000953""]",C,candidate
st_rst000954,ds_zander_salted,2,Натереть солью и уложить в кадку.,"[""fd_zander"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000954""]",C,candidate
st_rst000955,ds_zander_salted,3,Держать в прохладе до просола.,"[""fd_zander""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000955""]",C,candidate
st_rst000956,ds_zander_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_zander""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000956""]",C,candidate
st_rst000957,ds_zander_dried,2,Подвесить на раме или жерди.,"[""fd_zander""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000957""]",C,candidate
st_rst000958,ds_zander_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_zander""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000958""]",C,candidate
st_rst000959,ds_cyprinid_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_cyprinid""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000959""]",C,candidate
st_rst000960,ds_cyprinid_salted,2,Натереть солью и уложить в кадку.,"[""fd_cyprinid"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000960""]",C,candidate
st_rst000961,ds_cyprinid_salted,3,Держать в прохладе до просола.,"[""fd_cyprinid""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000961""]",C,candidate
st_rst000962,ds_cyprinid_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_cyprinid""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000962""]",C,candidate
st_rst000963,ds_cyprinid_dried,2,Подвесить на раме или жерди.,"[""fd_cyprinid""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000963""]",C,candidate
st_rst000964,ds_cyprinid_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_cyprinid""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000964""]",C,candidate
st_rst000965,ds_bream_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_bream""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000965""]",C,candidate
st_rst000966,ds_bream_salted,2,Натереть солью и уложить в кадку.,"[""fd_bream"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000966""]",C,candidate
st_rst000967,ds_bream_salted,3,Держать в прохладе до просола.,"[""fd_bream""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000967""]",C,candidate
st_rst000968,ds_bream_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_bream""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000968""]",C,candidate
st_rst000969,ds_bream_dried,2,Подвесить на раме или жерди.,"[""fd_bream""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000969""]",C,candidate
st_rst000970,ds_bream_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_bream""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000970""]",C,candidate
st_rst000971,ds_roach_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_roach""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000971""]",C,candidate
st_rst000972,ds_roach_salted,2,Натереть солью и уложить в кадку.,"[""fd_roach"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000972""]",C,candidate
st_rst000973,ds_roach_salted,3,Держать в прохладе до просола.,"[""fd_roach""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000973""]",C,candidate
st_rst000974,ds_roach_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_roach""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000974""]",C,candidate
st_rst000975,ds_roach_dried,2,Подвесить на раме или жерди.,"[""fd_roach""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000975""]",C,candidate
st_rst000976,ds_roach_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_roach""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000976""]",C,candidate
st_rst000977,ds_perch_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_perch""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000977""]",C,candidate
st_rst000978,ds_perch_salted,2,Натереть солью и уложить в кадку.,"[""fd_perch"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000978""]",C,candidate
st_rst000979,ds_perch_salted,3,Держать в прохладе до просола.,"[""fd_perch""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000979""]",C,candidate
st_rst000980,ds_perch_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_perch""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000980""]",C,candidate
st_rst000981,ds_perch_dried,2,Подвесить на раме или жерди.,"[""fd_perch""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000981""]",C,candidate
st_rst000982,ds_perch_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_perch""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000982""]",C,candidate
st_rst000983,ds_ruff_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_ruff""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000983""]",C,candidate
st_rst000984,ds_ruff_salted,2,Натереть солью и уложить в кадку.,"[""fd_ruff"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000984""]",C,candidate
st_rst000985,ds_ruff_salted,3,Держать в прохладе до просола.,"[""fd_ruff""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000985""]",C,candidate
st_rst000986,ds_ruff_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_ruff""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000986""]",C,candidate
st_rst000987,ds_ruff_dried,2,Подвесить на раме или жерди.,"[""fd_ruff""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000987""]",C,candidate
st_rst000988,ds_ruff_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_ruff""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000988""]",C,candidate
st_rst000989,ds_catfish_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_catfish""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000989""]",C,candidate
st_rst000990,ds_catfish_salted,2,Натереть солью и уложить в кадку.,"[""fd_catfish"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000990""]",C,candidate
st_rst000991,ds_catfish_salted,3,Держать в прохладе до просола.,"[""fd_catfish""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000991""]",C,candidate
st_rst000992,ds_catfish_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_catfish""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000992""]",C,candidate
st_rst000993,ds_catfish_dried,2,Подвесить на раме или жерди.,"[""fd_catfish""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000993""]",C,candidate
st_rst000994,ds_catfish_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_catfish""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000994""]",C,candidate
st_rst000995,ds_whitefish_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_whitefish""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000995""]",C,candidate
st_rst000996,ds_whitefish_salted,2,Натереть солью и уложить в кадку.,"[""fd_whitefish"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000996""]",C,candidate
st_rst000997,ds_whitefish_salted,3,Держать в прохладе до просола.,"[""fd_whitefish""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000997""]",C,candidate
st_rst000998,ds_whitefish_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_whitefish""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000998""]",C,candidate
st_rst000999,ds_whitefish_dried,2,Подвесить на раме или жерди.,"[""fd_whitefish""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000999""]",C,candidate
st_rst001000,ds_whitefish_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_whitefish""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001000""]",C,candidate
st_rst001001,ds_sturgeon_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_sturgeon""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001001""]",C,candidate
st_rst001002,ds_sturgeon_salted,2,Натереть солью и уложить в кадку.,"[""fd_sturgeon"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001002""]",C,candidate
st_rst001003,ds_sturgeon_salted,3,Держать в прохладе до просола.,"[""fd_sturgeon""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001003""]",C,candidate
st_rst001004,ds_sturgeon_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_sturgeon""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001004""]",C,candidate
st_rst001005,ds_sturgeon_dried,2,Подвесить на раме или жерди.,"[""fd_sturgeon""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001005""]",C,candidate
st_rst001006,ds_sturgeon_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_sturgeon""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001006""]",C,candidate
st_rst001007,ds_salmonid_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_salmonid""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001007""]",C,candidate
st_rst001008,ds_salmonid_salted,2,Натереть солью и уложить в кадку.,"[""fd_salmonid"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001008""]",C,candidate
st_rst001009,ds_salmonid_salted,3,Держать в прохладе до просола.,"[""fd_salmonid""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001009""]",C,candidate
st_rst001010,ds_salmonid_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_salmonid""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001010""]",C,candidate
st_rst001011,ds_salmonid_dried,2,Подвесить на раме или жерди.,"[""fd_salmonid""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001011""]",C,candidate
st_rst001012,ds_salmonid_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_salmonid""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001012""]",C,candidate
st_rst001013,ds_smelt_salted,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_smelt""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001013""]",C,candidate
st_rst001014,ds_smelt_salted,2,Натереть солью и уложить в кадку.,"[""fd_smelt"", ""fd_salt_coarse""]","[""POT0002""]","[""FSH0017""]",10–30 min,none,salted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001014""]",C,candidate
st_rst001015,ds_smelt_salted,3,Держать в прохладе до просола.,"[""fd_smelt""]",[],"[""FSH0017""]",days,cool_storage,preserved,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001015""]",C,candidate
st_rst001016,ds_smelt_dried,1,Выпотрошить и подготовить рыбу данного вида.,"[""fd_smelt""]","[""FSH0002""]","[""FSH0028""]",5–20 min,none,gutted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001016""]",C,candidate
st_rst001017,ds_smelt_dried,2,Подвесить на раме или жерди.,"[""fd_smelt""]","[""HOU0018""]","[""FSH0003""]",days,cool_dry_air,drying,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001017""]",C,candidate
st_rst001018,ds_smelt_dried,3,Снять после полного высыхания и хранить сухо.,"[""fd_smelt""]",[],"[""HOU0015""]",weeks,none,stored,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001018""]",C,candidate
st_rst001019,ds_soak_barley_for_malt,1,Отобрать целое пригодное зерно.,"[""fd_barley_grain""]",[],"[""HOU0019""]",10–30 min,none,selected,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001019""]",C,candidate
st_rst001020,ds_soak_barley_for_malt,2,"Замочить зерно в воде, сменяя или сливая воду по реконструктивной необходимости.","[""fd_barley_grain"", ""fd_water_well""]",[],"[""HOU0036""]",12–48 h,none,soaked,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001020""]",C,candidate
st_rst001021,ds_soak_barley_for_malt,3,Слить воду и разложить влажное зерно для проращивания.,"[""fd_barley_grain""]","[""POT0008""]","[""HOU0019""]",1–5 min,none,ready_to_sprout,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001021""]",C,candidate
st_rst001022,ds_sprout_barley_malt,1,Разложить влажное зерно слоем.,"[""fd_sprouted_barley""]",[],"[""HOU0019""]",5–15 min,none,spread,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001022""]",C,candidate
st_rst001023,ds_sprout_barley_malt,2,"Поддерживать влажность и перемешивать, не допуская плесени и перегрева.","[""fd_sprouted_barley""]","[""POT0002""]","[""HOU0019""]",2–6 days,ambient,sprouted,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001023""]",C,candidate
st_rst001024,ds_sprout_barley_malt,3,"Остановить проращивание при развитии ростка, принятом в реконструкции.","[""fd_green_malt""]",[],"[""HOU0019""]",inspection,none,green_malt,"[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST001024""]",C,candidate
